rho             ne              v_phi           Te              E_rho           Psi              
4.82568488E-05  1.55722941E-01  -4.00077289E-07  1.00552699E-06  1.18797248E-05  4.34566533E-07
4.98197406E-05  1.55805075E-01  -4.39900494E-07  1.00588649E-06  1.22636012E-05  4.34547666E-07
5.13927147E-05  1.55890369E-01  -4.82531544E-07  1.00625932E-06  1.26498700E-05  4.34528072E-07
5.29755771E-05  1.55978862E-01  -5.28088710E-07  1.00664558E-06  1.30384792E-05  4.34507741E-07
5.45681385E-05  1.56070591E-01  -5.76691612E-07  1.00704540E-06  1.34293781E-05  4.34486666E-07
5.61702213E-05  1.56165594E-01  -6.28461360E-07  1.00745886E-06  1.38225185E-05  4.34464836E-07
5.77816542E-05  1.56263908E-01  -6.83520357E-07  1.00788607E-06  1.42178540E-05  4.34442243E-07
5.94022717E-05  1.56365568E-01  -7.41992220E-07  1.00832711E-06  1.46153394E-05  4.34418879E-07
6.10319148E-05  1.56470610E-01  -8.04001749E-07  1.00878207E-06  1.50149310E-05  4.34394736E-07
6.26704290E-05  1.56579069E-01  -8.69674776E-07  1.00925102E-06  1.54165862E-05  4.34369805E-07
6.43176691E-05  1.56690980E-01  -9.39138321E-07  1.00973405E-06  1.58202646E-05  4.34344077E-07
6.59734917E-05  1.56806377E-01  -1.01252022E-06  1.01023121E-06  1.62259262E-05  4.34317546E-07
6.76377580E-05  1.56925292E-01  -1.08994917E-06  1.01074256E-06  1.66335321E-05  4.34290202E-07
6.93103372E-05  1.57047760E-01  -1.17155482E-06  1.01126818E-06  1.70430451E-05  4.34262039E-07
7.09910999E-05  1.57173812E-01  -1.25746745E-06  1.01180810E-06  1.74544286E-05  4.34233048E-07
7.26799214E-05  1.57303481E-01  -1.34781798E-06  1.01236237E-06  1.78676468E-05  4.34203222E-07
7.43766803E-05  1.57436798E-01  -1.44273790E-06  1.01293104E-06  1.82826648E-05  4.34172552E-07
7.60812630E-05  1.57573794E-01  -1.54235945E-06  1.01351413E-06  1.86994495E-05  4.34141033E-07
7.77935535E-05  1.57714499E-01  -1.64681492E-06  1.01411169E-06  1.91179672E-05  4.34108656E-07
7.95134426E-05  1.57858945E-01  -1.75623722E-06  1.01472372E-06  1.95381858E-05  4.34075413E-07
8.12408230E-05  1.58007160E-01  -1.87075940E-06  1.01535026E-06  1.99600735E-05  4.34041299E-07
8.29755915E-05  1.58159173E-01  -1.99051481E-06  1.01599130E-06  2.03835996E-05  4.34006306E-07
8.47176489E-05  1.58315015E-01  -2.11563700E-06  1.01664687E-06  2.08087343E-05  4.33970426E-07
8.64668962E-05  1.58474712E-01  -2.24625941E-06  1.01731696E-06  2.12354476E-05  4.33933653E-07
8.82232391E-05  1.58638293E-01  -2.38251557E-06  1.01800158E-06  2.16637109E-05  4.33895980E-07
8.99865824E-05  1.58805785E-01  -2.52453868E-06  1.01870071E-06  2.20934950E-05  4.33857401E-07
9.17568387E-05  1.58977216E-01  -2.67246214E-06  1.01941433E-06  2.25247729E-05  4.33817908E-07
9.35339186E-05  1.59152612E-01  -2.82641880E-06  1.02014244E-06  2.29575167E-05  4.33777495E-07
9.53177359E-05  1.59331999E-01  -2.98654121E-06  1.02088501E-06  2.33916995E-05  4.33736156E-07
9.71082112E-05  1.59515403E-01  -3.15296195E-06  1.02164200E-06  2.38272959E-05  4.33693883E-07
9.89052593E-05  1.59702851E-01  -3.32581244E-06  1.02241338E-06  2.42642790E-05  4.33650672E-07
1.00708800E-04  1.59894365E-01  -3.50522371E-06  1.02319912E-06  2.47026231E-05  4.33606515E-07
1.02518754E-04  1.60089972E-01  -3.69132620E-06  1.02399917E-06  2.51423028E-05  4.33561406E-07
1.04335052E-04  1.60289696E-01  -3.88425037E-06  1.02481347E-06  2.55832950E-05  4.33515340E-07
1.06157615E-04  1.60493560E-01  -4.08412462E-06  1.02564198E-06  2.60255737E-05  4.33468310E-07
1.07986372E-04  1.60701589E-01  -4.29107743E-06  1.02648462E-06  2.64691158E-05  4.33420310E-07
1.09821248E-04  1.60913804E-01  -4.50523550E-06  1.02734135E-06  2.69138965E-05  4.33371334E-07
1.11662179E-04  1.61130228E-01  -4.72672569E-06  1.02821208E-06  2.73598937E-05  4.33321377E-07
1.13509099E-04  1.61350886E-01  -4.95567329E-06  1.02909674E-06  2.78070846E-05  4.33270432E-07
1.15361936E-04  1.61575797E-01  -5.19220157E-06  1.02999525E-06  2.82554453E-05  4.33218495E-07
1.17220626E-04  1.61804983E-01  -5.43643372E-06  1.03090752E-06  2.87049540E-05  4.33165559E-07
1.19085106E-04  1.62038466E-01  -5.68849089E-06  1.03183347E-06  2.91555881E-05  4.33111619E-07
1.20955315E-04  1.62276267E-01  -5.94849358E-06  1.03277300E-06  2.96073264E-05  4.33056670E-07
1.22831190E-04  1.62518405E-01  -6.21656026E-06  1.03372600E-06  3.00601468E-05  4.33000705E-07
1.24712672E-04  1.62764902E-01  -6.49280815E-06  1.03469238E-06  3.05140282E-05  4.32943720E-07
1.26599703E-04  1.63015776E-01  -6.77735299E-06  1.03567203E-06  3.09689495E-05  4.32885710E-07
1.28492224E-04  1.63271048E-01  -7.07030854E-06  1.03666482E-06  3.14248896E-05  4.32826669E-07
1.30390180E-04  1.63530735E-01  -7.37178729E-06  1.03767065E-06  3.18818281E-05  4.32766593E-07
1.32293515E-04  1.63794857E-01  -7.68189992E-06  1.03868939E-06  3.23397446E-05  4.32705475E-07
1.34202175E-04  1.64063433E-01  -8.00075511E-06  1.03972091E-06  3.27986190E-05  4.32643311E-07
1.36116109E-04  1.64336479E-01  -8.32845993E-06  1.04076508E-06  3.32584315E-05  4.32580097E-07
1.38035260E-04  1.64614014E-01  -8.66511876E-06  1.04182176E-06  3.37191614E-05  4.32515827E-07
1.39959575E-04  1.64896054E-01  -9.01083415E-06  1.04289082E-06  3.41807887E-05  4.32450496E-07
1.41889005E-04  1.65182615E-01  -9.36570727E-06  1.04397210E-06  3.46432944E-05  4.32384101E-07
1.43823505E-04  1.65473717E-01  -9.72983768E-06  1.04506547E-06  3.51066602E-05  4.32316635E-07
1.45763027E-04  1.65769374E-01  -1.01033221E-05  1.04617076E-06  3.55708671E-05  4.32248095E-07
1.47707516E-04  1.66069601E-01  -1.04862540E-05  1.04728783E-06  3.60358949E-05  4.32178475E-07
1.49656926E-04  1.66374414E-01  -1.08787253E-05  1.04841650E-06  3.65017247E-05  4.32107772E-07
1.51611213E-04  1.66683828E-01  -1.12808263E-05  1.04955662E-06  3.69683386E-05  4.32035982E-07
1.53570331E-04  1.66997859E-01  -1.16926446E-05  1.05070802E-06  3.74357179E-05  4.31963098E-07
1.55534240E-04  1.67316521E-01  -1.21142661E-05  1.05187052E-06  3.79038455E-05  4.31889118E-07
1.57502887E-04  1.67639826E-01  -1.25457718E-05  1.05304395E-06  3.83727014E-05  4.31814037E-07
1.59476234E-04  1.67967791E-01  -1.29872427E-05  1.05422813E-06  3.88422684E-05  4.31737851E-07
1.61454237E-04  1.68300426E-01  -1.34387563E-05  1.05542288E-06  3.93125287E-05  4.31660556E-07
1.63436850E-04  1.68637746E-01  -1.39003866E-05  1.05662801E-06  3.97834631E-05  4.31582148E-07
1.65424040E-04  1.68979764E-01  -1.43722082E-05  1.05784333E-06  4.02550566E-05  4.31502622E-07
1.67415761E-04  1.69326491E-01  -1.48542894E-05  1.05906866E-06  4.07272898E-05  4.31421975E-07
1.69411978E-04  1.69677941E-01  -1.53466985E-05  1.06030379E-06  4.12001469E-05  4.31340202E-07
1.71412646E-04  1.70034124E-01  -1.58494989E-05  1.06154853E-06  4.16736092E-05  4.31257301E-07
1.73417729E-04  1.70395052E-01  -1.63627530E-05  1.06280268E-06  4.21476605E-05  4.31173266E-07
1.75427187E-04  1.70760736E-01  -1.68865188E-05  1.06406603E-06  4.26222828E-05  4.31088095E-07
1.77440986E-04  1.71131187E-01  -1.74208542E-05  1.06533838E-06  4.30974608E-05  4.31001784E-07
1.79459081E-04  1.71506414E-01  -1.79658095E-05  1.06661951E-06  4.35731751E-05  4.30914329E-07
1.81481444E-04  1.71886428E-01  -1.85214380E-05  1.06790922E-06  4.40494113E-05  4.30825727E-07
1.83508038E-04  1.72271241E-01  -1.90877874E-05  1.06920729E-06  4.45261530E-05  4.30735973E-07
1.85538822E-04  1.72660858E-01  -1.96649001E-05  1.07051351E-06  4.50033816E-05  4.30645066E-07
1.87573767E-04  1.73055292E-01  -2.02528206E-05  1.07182765E-06  4.54810829E-05  4.30553000E-07
1.89612830E-04  1.73454549E-01  -2.08515846E-05  1.07314949E-06  4.59592381E-05  4.30459774E-07
1.91655988E-04  1.73858639E-01  -2.14612320E-05  1.07447882E-06  4.64378340E-05  4.30365383E-07
1.93703198E-04  1.74267569E-01  -2.20817926E-05  1.07581541E-06  4.69168519E-05  4.30269824E-07
1.95754436E-04  1.74681348E-01  -2.27132995E-05  1.07715903E-06  4.73962780E-05  4.30173095E-07
1.97809667E-04  1.75099984E-01  -2.33557791E-05  1.07850945E-06  4.78760958E-05  4.30075191E-07
1.99868860E-04  1.75523484E-01  -2.40092561E-05  1.07986645E-06  4.83562898E-05  4.29976111E-07
2.01931976E-04  1.75951853E-01  -2.46737498E-05  1.08122978E-06  4.88368428E-05  4.29875850E-07
2.03998992E-04  1.76385099E-01  -2.53492806E-05  1.08259923E-06  4.93177406E-05  4.29774407E-07
2.06069868E-04  1.76823226E-01  -2.60358611E-05  1.08397455E-06  4.97989657E-05  4.29671777E-07
2.08144581E-04  1.77266243E-01  -2.67335065E-05  1.08535550E-06  5.02805046E-05  4.29567959E-07
2.10223098E-04  1.77714154E-01  -2.74422247E-05  1.08674186E-06  5.07623408E-05  4.29462949E-07
2.12305387E-04  1.78166964E-01  -2.81620213E-05  1.08813338E-06  5.12444585E-05  4.29356746E-07
2.14391438E-04  1.78624682E-01  -2.88929069E-05  1.08952983E-06  5.17268470E-05  4.29249344E-07
2.16481200E-04  1.79087308E-01  -2.96348743E-05  1.09093097E-06  5.22094861E-05  4.29140742E-07
2.18574656E-04  1.79554848E-01  -3.03879247E-05  1.09233655E-06  5.26923629E-05  4.29030939E-07
2.20671772E-04  1.80027305E-01  -3.11520514E-05  1.09374634E-06  5.31754616E-05  4.28919930E-07
2.22772526E-04  1.80504686E-01  -3.19272479E-05  1.09516009E-06  5.36587681E-05  4.28807714E-07
2.24876887E-04  1.80986991E-01  -3.27135022E-05  1.09657756E-06  5.41422673E-05  4.28694287E-07
2.26984836E-04  1.81474226E-01  -3.35108025E-05  1.09799852E-06  5.46259455E-05  4.28579648E-07
2.29096344E-04  1.81966394E-01  -3.43191317E-05  1.09942271E-06  5.51097877E-05  4.28463794E-07
2.31211377E-04  1.82463495E-01  -3.51384672E-05  1.10084990E-06  5.55937778E-05  4.28346723E-07
2.33329925E-04  1.82965535E-01  -3.59687924E-05  1.10227985E-06  5.60779043E-05  4.28228432E-07
2.35451953E-04  1.83472514E-01  -3.68100788E-05  1.10371231E-06  5.65621511E-05  4.28108920E-07
2.37577437E-04  1.83984434E-01  -3.76622987E-05  1.10514703E-06  5.70465038E-05  4.27988183E-07
2.39706353E-04  1.84501297E-01  -3.85254214E-05  1.10658378E-06  5.75309481E-05  4.27866220E-07
2.41838669E-04  1.85023101E-01  -3.93994108E-05  1.10802231E-06  5.80154684E-05  4.27743029E-07
2.43974363E-04  1.85549849E-01  -4.02842311E-05  1.10946237E-06  5.85000507E-05  4.27618608E-07
2.46113433E-04  1.86081546E-01  -4.11798523E-05  1.11090375E-06  5.89846857E-05  4.27492954E-07
2.48255830E-04  1.86618186E-01  -4.20862229E-05  1.11234618E-06  5.94693538E-05  4.27366066E-07
2.50401545E-04  1.87159773E-01  -4.30033045E-05  1.11378943E-06  5.99540444E-05  4.27237942E-07
2.52550553E-04  1.87706306E-01  -4.39310494E-05  1.11523327E-06  6.04387427E-05  4.27108579E-07
2.54702828E-04  1.88257783E-01  -4.48694068E-05  1.11667744E-06  6.09234343E-05  4.26977976E-07
2.56858358E-04  1.88814206E-01  -4.58183297E-05  1.11812172E-06  6.14081077E-05  4.26846132E-07
2.59017115E-04  1.89375574E-01  -4.67777611E-05  1.11956587E-06  6.18927479E-05  4.26713043E-07
2.61179078E-04  1.89941884E-01  -4.77476445E-05  1.12100965E-06  6.23773412E-05  4.26578709E-07
2.63344219E-04  1.90513132E-01  -4.87279177E-05  1.12245283E-06  6.28618726E-05  4.26443129E-07
2.65512529E-04  1.91089322E-01  -4.97185252E-05  1.12389517E-06  6.33463314E-05  4.26306299E-07
2.67683991E-04  1.91670451E-01  -5.07194046E-05  1.12533645E-06  6.38307050E-05  4.26168219E-07
2.69858571E-04  1.92256513E-01  -5.17304836E-05  1.12677643E-06  6.43149769E-05  4.26028888E-07
2.72036250E-04  1.92847506E-01  -5.27516947E-05  1.12821488E-06  6.47991343E-05  4.25888303E-07
2.74217017E-04  1.93443429E-01  -5.37829706E-05  1.12965157E-06  6.52831654E-05  4.25746463E-07
2.76400854E-04  1.94044280E-01  -5.48242402E-05  1.13108628E-06  6.57670579E-05  4.25603367E-07
2.78587736E-04  1.94650054E-01  -5.58754261E-05  1.13251879E-06  6.62507973E-05  4.25459013E-07
2.80777660E-04  1.95260751E-01  -5.69364582E-05  1.13394887E-06  6.67343740E-05  4.25313399E-07
2.82970580E-04  1.95876360E-01  -5.80072453E-05  1.13537630E-06  6.72177691E-05  4.25166526E-07
2.85166505E-04  1.96496884E-01  -5.90877193E-05  1.13680086E-06  6.77009758E-05  4.25018390E-07
2.87365401E-04  1.97122315E-01  -6.01777896E-05  1.13822233E-06  6.81839777E-05  4.24868991E-07
2.89567128E-04  1.97752613E-01  -6.12773097E-05  1.13964042E-06  6.86667352E-05  4.24718337E-07
2.91770290E-04  1.98387374E-01  -6.23854969E-05  1.14105403E-06  6.91489347E-05  4.24566522E-07
2.93974374E-04  1.99026440E-01  -6.35019936E-05  1.14246264E-06  6.96304569E-05  4.24413581E-07
2.96179367E-04  1.99669796E-01  -6.46266913E-05  1.14386606E-06  7.01112925E-05  4.24259516E-07
2.98385488E-04  2.00317495E-01  -6.57595995E-05  1.14526425E-06  7.05914830E-05  4.24104312E-07
3.00593114E-04  2.00969639E-01  -6.69008116E-05  1.14665728E-06  7.10711036E-05  4.23947943E-07
3.02801458E-04  2.01625984E-01  -6.80498165E-05  1.14804446E-06  7.15499764E-05  4.23790465E-07
3.05010921E-04  2.02286637E-01  -6.92067174E-05  1.14942587E-06  7.20281824E-05  4.23631849E-07
3.07221251E-04  2.02951513E-01  -7.03712755E-05  1.15080120E-06  7.25056605E-05  4.23472115E-07
3.09433081E-04  2.03620790E-01  -7.15437189E-05  1.15217066E-06  7.29825408E-05  4.23311218E-07
3.11646084E-04  2.04294360E-01  -7.27237684E-05  1.15353389E-06  7.34587457E-05  4.23149180E-07
3.13860053E-04  2.04972148E-01  -7.39112065E-05  1.15489059E-06  7.39342247E-05  4.22986018E-07
3.16075374E-04  2.05654261E-01  -7.51061311E-05  1.15624084E-06  7.44090536E-05  4.22821704E-07
3.18291633E-04  2.06340561E-01  -7.63082095E-05  1.15758424E-06  7.48831373E-05  4.22656269E-07
3.20509336E-04  2.07031193E-01  -7.75176075E-05  1.15892093E-06  7.53565777E-05  4.22489675E-07
3.22728282E-04  2.07726083E-01  -7.87341064E-05  1.16025063E-06  7.58293249E-05  4.22321938E-07
3.24948137E-04  2.08425116E-01  -7.99574106E-05  1.16157301E-06  7.63013013E-05  4.22153084E-07
3.27169328E-04  2.09128413E-01  -8.11876443E-05  1.16288817E-06  7.67725913E-05  4.21983080E-07
3.29391560E-04  2.09835870E-01  -8.24245315E-05  1.16419579E-06  7.72431257E-05  4.21811951E-07
3.31615120E-04  2.10547566E-01  -8.36681192E-05  1.16549589E-06  7.77129587E-05  4.21639674E-07
3.33840326E-04  2.11263592E-01  -8.49184748E-05  1.16678853E-06  7.81821507E-05  4.21466224E-07
3.36066557E-04  2.11983738E-01  -8.61751373E-05  1.16807320E-06  7.86505641E-05  4.21291651E-07
3.38293930E-04  2.12708028E-01  -8.74380576E-05  1.16934983E-06  7.91182172E-05  4.21115946E-07
3.40522920E-04  2.13436605E-01  -8.87073914E-05  1.17061858E-06  7.95852027E-05  4.20939072E-07
3.42752939E-04  2.14169266E-01  -8.99826914E-05  1.17187897E-06  8.00513912E-05  4.20761075E-07
3.44984340E-04  2.14906113E-01  -9.12640432E-05  1.17313109E-06  8.05168498E-05  4.20581929E-07
3.47216935E-04  2.15647074E-01  -9.25512245E-05  1.17437469E-06  8.09815326E-05  4.20401648E-07
3.49450807E-04  2.16392162E-01  -9.38441687E-05  1.17560971E-06  8.14454509E-05  4.20220228E-07
3.51686116E-04  2.17141418E-01  -9.51428518E-05  1.17683612E-06  8.19086306E-05  4.20037654E-07
3.53922749E-04  2.17894794E-01  -9.64470951E-05  1.17805373E-06  8.23710423E-05  4.19853937E-07
3.56160532E-04  2.18652217E-01  -9.77566800E-05  1.17926235E-06  8.28326432E-05  4.19669092E-07
3.58399855E-04  2.19413807E-01  -9.90717193E-05  1.18046208E-06  8.32935073E-05  4.19483087E-07
3.60640441E-04  2.20179457E-01  -1.00391935E-04  1.18165264E-06  8.37535708E-05  4.19295945E-07
3.62882569E-04  2.20949250E-01  -1.01717376E-04  1.18283410E-06  8.42128848E-05  4.19107643E-07
3.65126081E-04  2.21723119E-01  -1.03047835E-04  1.18400625E-06  8.46714098E-05  4.18918196E-07
3.67371026E-04  2.22501070E-01  -1.04383224E-04  1.18516904E-06  8.51291496E-05  4.18727600E-07
3.69617416E-04  2.23283092E-01  -1.05723435E-04  1.18632235E-06  8.55860997E-05  4.18535853E-07
3.71865172E-04  2.24069146E-01  -1.07068304E-04  1.18746606E-06  8.60422374E-05  4.18342963E-07
3.74114406E-04  2.24859258E-01  -1.08417785E-04  1.18860014E-06  8.64975794E-05  4.18148922E-07
3.76364736E-04  2.25653280E-01  -1.09771530E-04  1.18972429E-06  8.69520415E-05  4.17953762E-07
3.78617017E-04  2.26451500E-01  -1.11129940E-04  1.19083887E-06  8.74057900E-05  4.17757411E-07
3.80870621E-04  2.27253685E-01  -1.12492522E-04  1.19194346E-06  8.78586913E-05  4.17559922E-07
3.83125884E-04  2.28059939E-01  -1.13859362E-04  1.19303815E-06  8.83108063E-05  4.17361268E-07
3.85382533E-04  2.28870153E-01  -1.15230182E-04  1.19412273E-06  8.87620740E-05  4.17161472E-07
3.87640774E-04  2.29684387E-01  -1.16604991E-04  1.19519721E-06  8.92125286E-05  4.16960517E-07
3.89900423E-04  2.30502561E-01  -1.17983563E-04  1.19626144E-06  8.96621272E-05  4.16758420E-07
3.92161621E-04  2.31324713E-01  -1.19365869E-04  1.19731540E-06  9.01108911E-05  4.16555168E-07
3.94424271E-04  2.32150792E-01  -1.20751736E-04  1.19835897E-06  9.05587944E-05  4.16350772E-07
3.96688868E-04  2.32980968E-01  -1.22141353E-04  1.19939233E-06  9.10059284E-05  4.16145186E-07
3.98954660E-04  2.33814951E-01  -1.23534146E-04  1.20041504E-06  9.14521383E-05  4.15938480E-07
4.01222136E-04  2.34652906E-01  -1.24930302E-04  1.20142728E-06  9.18975136E-05  4.15730609E-07
4.03491445E-04  2.35494876E-01  -1.26329799E-04  1.20242904E-06  9.23420768E-05  4.15521561E-07
4.05762283E-04  2.36340734E-01  -1.27732338E-04  1.20342012E-06  9.27857616E-05  4.15311363E-07
4.08034617E-04  2.37190453E-01  -1.29137786E-04  1.20440046E-06  9.32285553E-05  4.15100019E-07
4.10308866E-04  2.38044176E-01  -1.30546291E-04  1.20537018E-06  9.36705326E-05  4.14887492E-07
4.12584632E-04  2.38901741E-01  -1.31957494E-04  1.20632904E-06  9.41116095E-05  4.14673817E-07
4.14861552E-04  2.39762994E-01  -1.33371058E-04  1.20727686E-06  9.45517094E-05  4.14459031E-07
4.17140480E-04  2.40628245E-01  -1.34787403E-04  1.20821393E-06  9.49909912E-05  4.14243054E-07
4.19421170E-04  2.41497386E-01  -1.36206266E-04  1.20914011E-06  9.54294002E-05  4.14025909E-07
4.21703424E-04  2.42370327E-01  -1.37627414E-04  1.21005526E-06  9.58668918E-05  4.13807615E-07
4.23987652E-04  2.43247212E-01  -1.39050992E-04  1.21095951E-06  9.63035379E-05  4.13588135E-07
4.26273321E-04  2.44127821E-01  -1.40476560E-04  1.21185261E-06  9.67392302E-05  4.13367518E-07
4.28560962E-04  2.45012343E-01  -1.41904339E-04  1.21273472E-06  9.71740630E-05  4.13145716E-07
4.30850257E-04  2.45900643E-01  -1.43334024E-04  1.21360567E-06  9.76079695E-05  4.12922759E-07
4.33141341E-04  2.46792756E-01  -1.44765592E-04  1.21446549E-06  9.80409684E-05  4.12698635E-07
4.35434044E-04  2.47688602E-01  -1.46198827E-04  1.21531407E-06  9.84730208E-05  4.12473360E-07
4.37728785E-04  2.48588331E-01  -1.47633886E-04  1.21615155E-06  9.89041996E-05  4.12246895E-07
4.40024787E-04  2.49491621E-01  -1.49070177E-04  1.21697759E-06  9.93343519E-05  4.12019317E-07
4.42322824E-04  2.50398762E-01  -1.50508079E-04  1.21779247E-06  9.97636165E-05  4.11790550E-07
4.44622958E-04  2.51309764E-01  -1.51947524E-04  1.21859616E-06  1.00191998E-04  4.11560587E-07
4.46924661E-04  2.52224403E-01  -1.53388079E-04  1.21938847E-06  1.00619391E-04  4.11329483E-07
4.49228403E-04  2.53142850E-01  -1.54829933E-04  1.22016951E-06  1.01045877E-04  4.11097190E-07
4.51533854E-04  2.54064959E-01  -1.56272776E-04  1.22093918E-06  1.01471387E-04  4.10863743E-07
4.53841255E-04  2.54990810E-01  -1.57716656E-04  1.22169751E-06  1.01895960E-04  4.10629118E-07
4.56150640E-04  2.55920403E-01  -1.59161493E-04  1.22244451E-06  1.02319595E-04  4.10393311E-07
4.58461835E-04  2.56853651E-01  -1.60607075E-04  1.22318010E-06  1.02742254E-04  4.10156342E-07
4.60774935E-04  2.57790577E-01  -1.62053362E-04  1.22390430E-06  1.03163946E-04  4.09918201E-07
4.63090003E-04  2.58731192E-01  -1.63500291E-04  1.22461711E-06  1.03584678E-04  4.09678882E-07
