rho             ne              v_phi           Te              E_rho           Psi              
1.63550803E-03  7.50117139E-01  -3.78418120E-04  1.03621820E-06  1.54767939E-04  2.30673644E-07
1.63965681E-03  7.51289996E-01  -3.77921055E-04  1.03555189E-06  1.54556782E-04  2.30031983E-07
1.64379411E-03  7.52454847E-01  -3.77422331E-04  1.03489102E-06  1.54344998E-04  2.29392975E-07
1.64792029E-03  7.53611854E-01  -3.76921962E-04  1.03423550E-06  1.54132589E-04  2.28756556E-07
1.65203627E-03  7.54761313E-01  -3.76419901E-04  1.03358516E-06  1.53919534E-04  2.28122589E-07
1.65614124E-03  7.55903054E-01  -3.75916304E-04  1.03294007E-06  1.53705895E-04  2.27491192E-07
1.66023608E-03  7.57037370E-01  -3.75411119E-04  1.03230006E-06  1.53491648E-04  2.26862228E-07
1.66432110E-03  7.58164386E-01  -3.74904367E-04  1.03166506E-06  1.53276799E-04  2.26235650E-07
1.66839588E-03  7.59284035E-01  -3.74396153E-04  1.03103510E-06  1.53061390E-04  2.25611520E-07
1.67246118E-03  7.60396574E-01  -3.73886435E-04  1.03041002E-06  1.52845401E-04  2.24989718E-07
1.67651745E-03  7.61502166E-01  -3.73375210E-04  1.02978971E-06  1.52628828E-04  2.24370174E-07
1.68056439E-03  7.62600773E-01  -3.72862566E-04  1.02917421E-06  1.52411706E-04  2.23752933E-07
1.68460331E-03  7.63692790E-01  -3.72348386E-04  1.02856327E-06  1.52193985E-04  2.23137794E-07
1.68863353E-03  7.64778072E-01  -3.71832805E-04  1.02795697E-06  1.51975718E-04  2.22524859E-07
1.69265541E-03  7.65856756E-01  -3.71315824E-04  1.02735522E-06  1.51756905E-04  2.21914071E-07
1.69666893E-03  7.66928879E-01  -3.70797491E-04  1.02675800E-06  1.51537564E-04  2.21305431E-07
1.70067459E-03  7.67994610E-01  -3.70277788E-04  1.02616521E-06  1.51317686E-04  2.20698863E-07
1.70467278E-03  7.69054089E-01  -3.69756708E-04  1.02557676E-06  1.51097265E-04  2.20094306E-07
1.70866350E-03  7.70107351E-01  -3.69234294E-04  1.02499262E-06  1.50876320E-04  2.19491760E-07
1.71264706E-03  7.71154517E-01  -3.68710545E-04  1.02441272E-06  1.50654847E-04  2.18891175E-07
1.71662335E-03  7.72195586E-01  -3.68185521E-04  1.02383705E-06  1.50432870E-04  2.18292570E-07
1.72059276E-03  7.73230701E-01  -3.67659209E-04  1.02326553E-06  1.50210383E-04  2.17695882E-07
1.72455509E-03  7.74259842E-01  -3.67131672E-04  1.02269817E-06  1.49987411E-04  2.17101139E-07
1.72851048E-03  7.75283076E-01  -3.66602936E-04  1.02213490E-06  1.49763964E-04  2.16508323E-07
1.73245985E-03  7.76300678E-01  -3.66072912E-04  1.02157559E-06  1.49540002E-04  2.15917291E-07
1.73640309E-03  7.77312645E-01  -3.65541653E-04  1.02102022E-06  1.49315547E-04  2.15328061E-07
1.74034011E-03  7.78318987E-01  -3.65009208E-04  1.02046878E-06  1.49090619E-04  2.14740646E-07
1.74427058E-03  7.79319651E-01  -3.64475656E-04  1.01992130E-06  1.48865249E-04  2.14155092E-07
1.74819561E-03  7.80314952E-01  -3.63940882E-04  1.01937759E-06  1.48639389E-04  2.13571234E-07
1.75211461E-03  7.81304763E-01  -3.63405003E-04  1.01883772E-06  1.48413087E-04  2.12989160E-07
1.75602751E-03  7.82289104E-01  -3.62868060E-04  1.01830167E-06  1.48186358E-04  2.12408877E-07
1.75993551E-03  7.83268300E-01  -3.62329922E-04  1.01776925E-06  1.47959147E-04  2.11830209E-07
1.76383799E-03  7.84242224E-01  -3.61790707E-04  1.01724054E-06  1.47731503E-04  2.11253245E-07
1.76773510E-03  7.85210942E-01  -3.61250426E-04  1.01671549E-06  1.47503430E-04  2.10677963E-07
1.77162695E-03  7.86174507E-01  -3.60709096E-04  1.01619406E-06  1.47274933E-04  2.10104347E-07
1.77551375E-03  7.87133001E-01  -3.60166718E-04  1.01567620E-06  1.47046013E-04  2.09532363E-07
1.77939511E-03  7.88086352E-01  -3.59623377E-04  1.01516195E-06  1.46816705E-04  2.08962069E-07
1.78327143E-03  7.89034685E-01  -3.59079049E-04  1.01465123E-06  1.46586998E-04  2.08393406E-07
1.78714298E-03  7.89978094E-01  -3.58533722E-04  1.01414398E-06  1.46356887E-04  2.07826332E-07
1.79100981E-03  7.90916616E-01  -3.57987420E-04  1.01364019E-06  1.46126380E-04  2.07260840E-07
1.79487248E-03  7.91850408E-01  -3.57440093E-04  1.01313975E-06  1.45895456E-04  2.06696849E-07
1.79873003E-03  7.92779267E-01  -3.56891903E-04  1.01264278E-06  1.45664183E-04  2.06134496E-07
1.80258351E-03  7.93703469E-01  -3.56342728E-04  1.01214912E-06  1.45432510E-04  2.05573627E-07
1.80643262E-03  7.94622964E-01  -3.55792639E-04  1.01165879E-06  1.45200465E-04  2.05014288E-07
1.81027769E-03  7.95537856E-01  -3.55241616E-04  1.01117172E-06  1.44968039E-04  2.04456429E-07
1.81411783E-03  7.96447955E-01  -3.54689811E-04  1.01068803E-06  1.44735297E-04  2.03900178E-07
1.81795428E-03  7.97353581E-01  -3.54137073E-04  1.01020752E-06  1.44502174E-04  2.03345355E-07
1.82178644E-03  7.98254611E-01  -3.53583514E-04  1.00973026E-06  1.44268717E-04  2.02792047E-07
1.82561494E-03  7.99151221E-01  -3.53029065E-04  1.00925614E-06  1.44034897E-04  2.02240161E-07
1.82943935E-03  8.00043328E-01  -3.52473817E-04  1.00878522E-06  1.43800751E-04  2.01689760E-07
1.83326002E-03  8.00931036E-01  -3.51917742E-04  1.00831743E-06  1.43566267E-04  2.01140793E-07
1.83707691E-03  8.01814358E-01  -3.51360868E-04  1.00785275E-06  1.43331459E-04  2.00593265E-07
1.84089033E-03  8.02693387E-01  -3.50803176E-04  1.00739113E-06  1.43096315E-04  2.00047130E-07
1.84470044E-03  8.03568181E-01  -3.50244662E-04  1.00693254E-06  1.42860836E-04  1.99502365E-07
1.84850651E-03  8.04438593E-01  -3.49685458E-04  1.00647705E-06  1.42625076E-04  1.98959075E-07
1.85230942E-03  8.05304842E-01  -3.49125459E-04  1.00602453E-06  1.42388990E-04  1.98417134E-07
1.85610869E-03  8.06166844E-01  -3.48564754E-04  1.00557503E-06  1.42152617E-04  1.97876608E-07
1.85990460E-03  8.07024679E-01  -3.48003327E-04  1.00512850E-06  1.41915949E-04  1.97337458E-07
1.86369767E-03  8.07878486E-01  -3.47441120E-04  1.00468486E-06  1.41678962E-04  1.96799610E-07
1.86748755E-03  8.08728202E-01  -3.46878208E-04  1.00424414E-06  1.41441687E-04  1.96263114E-07
1.87127424E-03  8.09573851E-01  -3.46314610E-04  1.00380633E-06  1.41204132E-04  1.95727968E-07
1.87505751E-03  8.10415397E-01  -3.45750383E-04  1.00337143E-06  1.40966321E-04  1.95194205E-07
1.87883734E-03  8.11252860E-01  -3.45185547E-04  1.00293943E-06  1.40728262E-04  1.94661825E-07
1.88261425E-03  8.12086370E-01  -3.44620050E-04  1.00251025E-06  1.40489934E-04  1.94130757E-07
1.88638846E-03  8.12915995E-01  -3.44053874E-04  1.00208387E-06  1.40251328E-04  1.93600968E-07
1.89016006E-03  8.13741773E-01  -3.43487027E-04  1.00166025E-06  1.40012449E-04  1.93072447E-07
1.89392872E-03  8.14563649E-01  -3.42919579E-04  1.00123942E-06  1.39773325E-04  1.92545239E-07
1.89769462E-03  8.15381683E-01  -3.42351518E-04  1.00082134E-06  1.39533951E-04  1.92019316E-07
1.90145779E-03  8.16195895E-01  -3.41782862E-04  1.00040599E-06  1.39294336E-04  1.91494677E-07
1.90521824E-03  8.17006306E-01  -3.41213628E-04  9.99993367E-07  1.39054485E-04  1.90971319E-07
1.90897611E-03  8.17812966E-01  -3.40643810E-04  9.99583434E-07  1.38814398E-04  1.90449221E-07
1.91273126E-03  8.18615861E-01  -3.40073449E-04  9.99176194E-07  1.38574091E-04  1.89928403E-07
1.91648397E-03  8.19415067E-01  -3.39502521E-04  9.98771604E-07  1.38333553E-04  1.89408826E-07
1.92023397E-03  8.20210543E-01  -3.38931084E-04  9.98369679E-07  1.38092811E-04  1.88890526E-07
1.92398130E-03  8.21002317E-01  -3.38359150E-04  9.97970402E-07  1.37851867E-04  1.88373498E-07
1.92772647E-03  8.21790510E-01  -3.37786659E-04  9.97573706E-07  1.37610699E-04  1.87857672E-07
1.93146924E-03  8.22575091E-01  -3.37213663E-04  9.97179602E-07  1.37369326E-04  1.87343078E-07
1.93520946E-03  8.23356044E-01  -3.36640201E-04  9.96788093E-07  1.37127767E-04  1.86829739E-07
1.93894743E-03  8.24133449E-01  -3.36066245E-04  9.96399136E-07  1.36886009E-04  1.86317610E-07
1.94268341E-03  8.24907373E-01  -3.35491772E-04  9.96012691E-07  1.36644043E-04  1.85806658E-07
1.94641769E-03  8.25677891E-01  -3.34916752E-04  9.95628716E-07  1.36401856E-04  1.85296843E-07
1.95014888E-03  8.26444734E-01  -3.34341417E-04  9.95247343E-07  1.36159546E-04  1.84788354E-07
1.95387788E-03  8.27208103E-01  -3.33765643E-04  9.94868465E-07  1.35917062E-04  1.84281068E-07
1.95760504E-03  8.27968087E-01  -3.33189389E-04  9.94492035E-07  1.35674385E-04  1.83774934E-07
1.96133032E-03  8.28724688E-01  -3.32612682E-04  9.94118046E-07  1.35431527E-04  1.83269962E-07
1.96505374E-03  8.29477928E-01  -3.32035529E-04  9.93746483E-07  1.35188493E-04  1.82766147E-07
1.96877520E-03  8.30227801E-01  -3.31457963E-04  9.93377346E-07  1.34945294E-04  1.82263500E-07
1.97249454E-03  8.30974288E-01  -3.30880023E-04  9.93010639E-07  1.34701950E-04  1.81762046E-07
1.97621197E-03  8.31717449E-01  -3.30301692E-04  9.92646328E-07  1.34458451E-04  1.81261753E-07
1.97992720E-03  8.32457240E-01  -3.29723026E-04  9.92284430E-07  1.34214822E-04  1.80762660E-07
1.98364051E-03  8.33193728E-01  -3.29144002E-04  9.91924908E-07  1.33971054E-04  1.80264733E-07
1.98735234E-03  8.33927021E-01  -3.28564560E-04  9.91567705E-07  1.33727122E-04  1.79767906E-07
1.99106210E-03  8.34657010E-01  -3.27984810E-04  9.91212871E-07  1.33483072E-04  1.79272264E-07
1.99477050E-03  8.35383852E-01  -3.27404653E-04  9.90860323E-07  1.33238862E-04  1.78777708E-07
1.99847718E-03  8.36107490E-01  -3.26824159E-04  9.90510087E-07  1.32994523E-04  1.78284287E-07
2.00218235E-03  8.36827977E-01  -3.26243308E-04  9.90162131E-07  1.32750046E-04  1.77791972E-07
2.00588527E-03  8.37545185E-01  -3.25662232E-04  9.89816514E-07  1.32505486E-04  1.77300863E-07
2.00958645E-03  8.38259225E-01  -3.25080862E-04  9.89473177E-07  1.32260816E-04  1.76810889E-07
2.01328645E-03  8.38970221E-01  -3.24499124E-04  9.89132057E-07  1.32016004E-04  1.76321976E-07
2.01698524E-03  8.39678177E-01  -3.23917035E-04  9.88793149E-07  1.31771058E-04  1.75834131E-07
2.02068186E-03  8.40382926E-01  -3.23334759E-04  9.88456527E-07  1.31526047E-04  1.75347475E-07
2.02437745E-03  8.41084695E-01  -3.22752131E-04  9.88122079E-07  1.31280901E-04  1.74861862E-07
2.02807086E-03  8.41783280E-01  -3.22169342E-04  9.87789898E-07  1.31035702E-04  1.74377441E-07
2.03176321E-03  8.42478908E-01  -3.21586230E-04  9.87459872E-07  1.30790382E-04  1.73894064E-07
2.03545469E-03  8.43171625E-01  -3.21002776E-04  9.87131975E-07  1.30544932E-04  1.73411707E-07
2.03914435E-03  8.43861267E-01  -3.20419141E-04  9.86806281E-07  1.30299421E-04  1.72930492E-07
2.04283241E-03  8.44547886E-01  -3.19835306E-04  9.86482762E-07  1.30053841E-04  1.72450393E-07
2.04651941E-03  8.45231594E-01  -3.19251196E-04  9.86161360E-07  1.29808161E-04  1.71971338E-07
2.05020519E-03  8.45912377E-01  -3.18666847E-04  9.85842078E-07  1.29562395E-04  1.71493347E-07
2.05388964E-03  8.46590226E-01  -3.18082288E-04  9.85524916E-07  1.29316558E-04  1.71016434E-07
2.05757287E-03  8.47265172E-01  -3.17497513E-04  9.85209856E-07  1.29070646E-04  1.70540584E-07
2.06125440E-03  8.47937142E-01  -3.16912610E-04  9.84896928E-07  1.28824697E-04  1.70065858E-07
2.06493465E-03  8.48606221E-01  -3.16327526E-04  9.84586088E-07  1.28578689E-04  1.69592205E-07
2.06861427E-03  8.49272543E-01  -3.15742165E-04  9.84277270E-07  1.28332582E-04  1.69119536E-07
2.07229257E-03  8.49935992E-01  -3.15156651E-04  9.83970524E-07  1.28086427E-04  1.68647943E-07
2.07596976E-03  8.50596620E-01  -3.14570959E-04  9.83665821E-07  1.27840216E-04  1.68177397E-07
2.07964602E-03  8.51254467E-01  -3.13985074E-04  9.83363141E-07  1.27593941E-04  1.67707877E-07
2.08332079E-03  8.51909448E-01  -3.13399093E-04  9.83062517E-07  1.27347645E-04  1.67239451E-07
2.08699480E-03  8.52561704E-01  -3.12812911E-04  9.82763881E-07  1.27101282E-04  1.66772026E-07
2.09066778E-03  8.53211197E-01  -3.12226584E-04  9.82467248E-07  1.26854878E-04  1.66305638E-07
2.09433962E-03  8.53857919E-01  -3.11640138E-04  9.82172616E-07  1.26608443E-04  1.65840300E-07
2.09801087E-03  8.54501980E-01  -3.11053495E-04  9.81879932E-07  1.26361945E-04  1.65375941E-07
2.10168051E-03  8.55143211E-01  -3.10466829E-04  9.81589268E-07  1.26115457E-04  1.64912690E-07
2.10534966E-03  8.55781817E-01  -3.09879972E-04  9.81300529E-07  1.25868909E-04  1.64450407E-07
2.10901775E-03  8.56417713E-01  -3.09293023E-04  9.81013748E-07  1.25622343E-04  1.63989160E-07
2.11268455E-03  8.57050869E-01  -3.08706031E-04  9.80728935E-07  1.25375779E-04  1.63528980E-07
2.11635091E-03  8.57681442E-01  -3.08118869E-04  9.80446017E-07  1.25129165E-04  1.63069760E-07
2.12001616E-03  8.58309328E-01  -3.07531652E-04  9.80165035E-07  1.24882550E-04  1.62611582E-07
2.12368002E-03  8.58934490E-01  -3.06944438E-04  9.79886002E-07  1.24635958E-04  1.62154481E-07
2.12734363E-03  8.59557134E-01  -3.06357053E-04  9.79608824E-07  1.24389315E-04  1.61698315E-07
2.13100633E-03  8.60177157E-01  -3.05769610E-04  9.79333541E-07  1.24142671E-04  1.61243166E-07
2.13466839E-03  8.60794614E-01  -3.05182078E-04  9.79060127E-07  1.23896013E-04  1.60789000E-07
2.13832939E-03  8.61409448E-01  -3.04594532E-04  9.78788602E-07  1.23649371E-04  1.60335868E-07
2.14198960E-03  8.62021711E-01  -3.04006939E-04  9.78518939E-07  1.23402732E-04  1.59883737E-07
2.14564913E-03  8.62631435E-01  -3.03419289E-04  9.78251122E-07  1.23156094E-04  1.59432593E-07
2.14930829E-03  8.63238680E-01  -3.02831542E-04  9.77985120E-07  1.22909439E-04  1.58982396E-07
2.15296623E-03  8.63843316E-01  -3.02243844E-04  9.77720986E-07  1.22662829E-04  1.58533251E-07
2.15662375E-03  8.64445484E-01  -3.01656074E-04  9.77458655E-07  1.22416213E-04  1.58085061E-07
2.16028015E-03  8.65045079E-01  -3.01068356E-04  9.77198169E-07  1.22169643E-04  1.57637909E-07
2.16393661E-03  8.65642306E-01  -3.00480506E-04  9.76939436E-07  1.21923044E-04  1.57191651E-07
2.16759226E-03  8.66237031E-01  -2.99892674E-04  9.76682510E-07  1.21676478E-04  1.56746394E-07
2.17124661E-03  8.66829185E-01  -2.99304948E-04  9.76427417E-07  1.21429982E-04  1.56302196E-07
2.17490104E-03  8.67419002E-01  -2.98717113E-04  9.76174052E-07  1.21183466E-04  1.55858889E-07
2.17855434E-03  8.68006295E-01  -2.98129374E-04  9.75922493E-07  1.20937017E-04  1.55416620E-07
2.18220742E-03  8.68591221E-01  -2.97541591E-04  9.75672668E-07  1.20690577E-04  1.54975277E-07
2.18586003E-03  8.69173748E-01  -2.96953813E-04  9.75424588E-07  1.20444166E-04  1.54534892E-07
2.18951212E-03  8.69753880E-01  -2.96366056E-04  9.75178248E-07  1.20197790E-04  1.54095468E-07
2.19316356E-03  8.70331602E-01  -2.95778352E-04  9.74933650E-07  1.19951465E-04  1.53657023E-07
2.19681436E-03  8.70906929E-01  -2.95190703E-04  9.74690785E-07  1.19705191E-04  1.53219554E-07
2.20046517E-03  8.71479970E-01  -2.94603015E-04  9.74449602E-07  1.19458929E-04  1.52782982E-07
2.20411530E-03  8.72050626E-01  -2.94015407E-04  9.74210141E-07  1.19212729E-04  1.52347391E-07
2.20776510E-03  8.72618961E-01  -2.93427830E-04  9.73972370E-07  1.18966571E-04  1.51912738E-07
2.21141426E-03  8.73184938E-01  -2.92840341E-04  9.73736302E-07  1.18720479E-04  1.51479059E-07
2.21506290E-03  8.73748581E-01  -2.92252930E-04  9.73501923E-07  1.18474450E-04  1.51046339E-07
2.21871121E-03  8.74309932E-01  -2.91665572E-04  9.73269213E-07  1.18228472E-04  1.50614556E-07
2.22235927E-03  8.74869009E-01  -2.91078265E-04  9.73038159E-07  1.17982546E-04  1.50183701E-07
2.22600707E-03  8.75425823E-01  -2.90491013E-04  9.72808756E-07  1.17736674E-04  1.49753772E-07
2.22965429E-03  8.75980330E-01  -2.89903880E-04  9.72581016E-07  1.17490882E-04  1.49324809E-07
2.23330098E-03  8.76532549E-01  -2.89316863E-04  9.72354929E-07  1.17245170E-04  1.48896804E-07
2.23694745E-03  8.77082534E-01  -2.88729921E-04  9.72130469E-07  1.16999521E-04  1.48469722E-07
2.24059384E-03  8.77630317E-01  -2.88143036E-04  9.71907620E-07  1.16753927E-04  1.48043543E-07
2.24423976E-03  8.78175846E-01  -2.87556281E-04  9.71686400E-07  1.16508419E-04  1.47618315E-07
2.24788504E-03  8.78719105E-01  -2.86969688E-04  9.71466810E-07  1.16263012E-04  1.47194057E-07
2.25153051E-03  8.79260227E-01  -2.86383133E-04  9.71248796E-07  1.16017653E-04  1.46770671E-07
2.25517556E-03  8.79799129E-01  -2.85796717E-04  9.71032385E-07  1.15772386E-04  1.46348227E-07
2.25882005E-03  8.80335799E-01  -2.85210474E-04  9.70817581E-07  1.15527224E-04  1.45926742E-07
2.26246462E-03  8.80870339E-01  -2.84624307E-04  9.70604338E-07  1.15282127E-04  1.45506142E-07
2.26610882E-03  8.81402691E-01  -2.84038295E-04  9.70392676E-07  1.15037128E-04  1.45086478E-07
2.26975282E-03  8.81932890E-01  -2.83452416E-04  9.70182578E-07  1.14792220E-04  1.44667728E-07
2.27339672E-03  8.82460958E-01  -2.82866662E-04  9.69974033E-07  1.14547397E-04  1.44249883E-07
2.27704076E-03  8.82986936E-01  -2.82281002E-04  9.69767020E-07  1.14302649E-04  1.43832914E-07
2.28068424E-03  8.83510732E-01  -2.81695553E-04  9.69561571E-07  1.14058024E-04  1.43416900E-07
2.28432712E-03  8.84032351E-01  -2.81110329E-04  9.69357684E-07  1.13813528E-04  1.43001846E-07
2.28797023E-03  8.84551916E-01  -2.80525205E-04  9.69155304E-07  1.13569110E-04  1.42587656E-07
2.29161322E-03  8.85069388E-01  -2.79940241E-04  9.68954445E-07  1.13324794E-04  1.42174370E-07
2.29525652E-03  8.85584835E-01  -2.79355375E-04  9.68755077E-07  1.13080555E-04  1.41761938E-07
2.29889967E-03  8.86098199E-01  -2.78770688E-04  9.68557219E-07  1.12836427E-04  1.41350414E-07
2.30254243E-03  8.86609452E-01  -2.78186226E-04  9.68360878E-07  1.12592430E-04  1.40939823E-07
2.30618488E-03  8.87118618E-01  -2.77601980E-04  9.68166042E-07  1.12348559E-04  1.40530154E-07
2.30982737E-03  8.87625751E-01  -2.77017901E-04  9.67972688E-07  1.12104796E-04  1.40121370E-07
2.31346996E-03  8.88130867E-01  -2.76433986E-04  9.67780804E-07  1.11861138E-04  1.39713461E-07
2.31711259E-03  8.88633964E-01  -2.75850252E-04  9.67590389E-07  1.11617594E-04  1.39306437E-07
2.32075493E-03  8.89135008E-01  -2.75266754E-04  9.67401454E-07  1.11374186E-04  1.38900330E-07
2.32439777E-03  8.89634110E-01  -2.74683377E-04  9.67213951E-07  1.11130866E-04  1.38495056E-07
2.32804011E-03  8.90131145E-01  -2.74100283E-04  9.67027926E-07  1.10887703E-04  1.38090722E-07
2.33168228E-03  8.90626162E-01  -2.73517427E-04  9.66843357E-07  1.10644678E-04  1.37687293E-07
2.33532471E-03  8.91119230E-01  -2.72934744E-04  9.66660213E-07  1.10401765E-04  1.37284720E-07
2.33896716E-03  8.91610323E-01  -2.72352281E-04  9.66478504E-07  1.10158982E-04  1.36883029E-07
2.34260969E-03  8.92099454E-01  -2.71770033E-04  9.66298218E-07  1.09916328E-04  1.36482214E-07
2.34625220E-03  8.92586620E-01  -2.71188023E-04  9.66119357E-07  1.09673813E-04  1.36082284E-07
2.34989455E-03  8.93071808E-01  -2.70606276E-04  9.65941918E-07  1.09431448E-04  1.35683255E-07
2.35353706E-03  8.93555068E-01  -2.70024750E-04  9.65765883E-07  1.09189215E-04  1.35285091E-07
2.35717990E-03  8.94036431E-01  -2.69443422E-04  9.65591237E-07  1.08947105E-04  1.34887773E-07
2.36082243E-03  8.94515817E-01  -2.68862400E-04  9.65418004E-07  1.08705164E-04  1.34491371E-07
2.36446513E-03  8.94993299E-01  -2.68281612E-04  9.65246156E-07  1.08463361E-04  1.34095831E-07
2.36810800E-03  8.95468882E-01  -2.67701067E-04  9.65075688E-07  1.08221699E-04  1.33701154E-07
2.37175085E-03  8.95942550E-01  -2.67120796E-04  9.64906601E-07  1.07980194E-04  1.33307358E-07
2.37539428E-03  8.96414387E-01  -2.66540711E-04  9.64738864E-07  1.07738808E-04  1.32914379E-07
2.37903746E-03  8.96884291E-01  -2.65960952E-04  9.64572508E-07  1.07497599E-04  1.32522307E-07
2.38268115E-03  8.97352369E-01  -2.65381400E-04  9.64407494E-07  1.07256519E-04  1.32131059E-07
2.38632486E-03  8.97818564E-01  -2.64802140E-04  9.64243837E-07  1.07015602E-04  1.31740686E-07
2.38996882E-03  8.98282913E-01  -2.64223139E-04  9.64081523E-07  1.06774836E-04  1.31351164E-07
2.39361255E-03  8.98745361E-01  -2.63644480E-04  9.63920566E-07  1.06534255E-04  1.30962543E-07
2.39725696E-03  8.99206029E-01  -2.63066025E-04  9.63760921E-07  1.06293802E-04  1.30574727E-07
2.40090101E-03  8.99664795E-01  -2.62487942E-04  9.63602628E-07  1.06053546E-04  1.30187825E-07
2.40454546E-03  9.00121760E-01  -2.61910116E-04  9.63445649E-07  1.05813442E-04  1.29801756E-07
2.40819013E-03  9.00576908E-01  -2.61332582E-04  9.63289985E-07  1.05573502E-04  1.29416538E-07
2.41183512E-03  9.01030257E-01  -2.60755329E-04  9.63135629E-07  1.05333722E-04  1.29032161E-07
2.41548019E-03  9.01481787E-01  -2.60178397E-04  9.62982582E-07  1.05094121E-04  1.28648648E-07
2.41912581E-03  9.01931560E-01  -2.59601721E-04  9.62830822E-07  1.04854669E-04  1.28265951E-07
2.42277144E-03  9.02379516E-01  -2.59025389E-04  9.62680365E-07  1.04615406E-04  1.27884127E-07
2.42641803E-03  9.02825778E-01  -2.58449257E-04  9.62531167E-07  1.04376270E-04  1.27503073E-07
2.43006439E-03  9.03270207E-01  -2.57873516E-04  9.62383271E-07  1.04137341E-04  1.27122915E-07
2.43371118E-03  9.03712890E-01  -2.57298069E-04  9.62236646E-07  1.03898580E-04  1.26743584E-07
2.43735791E-03  9.04153774E-01  -2.56722996E-04  9.62091305E-07  1.03660019E-04  1.26365129E-07
2.44100541E-03  9.04592966E-01  -2.56148174E-04  9.61947211E-07  1.03421608E-04  1.25987464E-07
2.44465285E-03  9.05030371E-01  -2.55573736E-04  9.61804391E-07  1.03183402E-04  1.25610675E-07
2.44830104E-03  9.05466094E-01  -2.54999558E-04  9.61662808E-07  1.02945350E-04  1.25234676E-07
2.45194945E-03  9.05900077E-01  -2.54425732E-04  9.61522478E-07  1.02707489E-04  1.24859523E-07
2.45559795E-03  9.06332311E-01  -2.53852280E-04  9.61383400E-07  1.02469831E-04  1.24485228E-07
2.45924680E-03  9.06762833E-01  -2.53279167E-04  9.61245560E-07  1.02232359E-04  1.24111765E-07
2.46289613E-03  9.07191663E-01  -2.52706378E-04  9.61108948E-07  1.01995068E-04  1.23739119E-07
2.46654565E-03  9.07618777E-01  -2.52133961E-04  9.60973569E-07  1.01757978E-04  1.23367317E-07
2.47019573E-03  9.08044220E-01  -2.51561864E-04  9.60839404E-07  1.01521068E-04  1.22996325E-07
2.47384644E-03  9.08468007E-01  -2.50990082E-04  9.60706447E-07  1.01284335E-04  1.22626134E-07
2.47749746E-03  9.08890109E-01  -2.50418666E-04  9.60574705E-07  1.01047802E-04  1.22256775E-07
2.48114879E-03  9.09310530E-01  -2.49847623E-04  9.60444171E-07  1.00811470E-04  1.21888247E-07
2.48480062E-03  9.09729298E-01  -2.49276929E-04  9.60314835E-07  1.00575331E-04  1.21520532E-07
2.48845277E-03  9.10146399E-01  -2.48706612E-04  9.60186697E-07  1.00339396E-04  1.21153647E-07
2.49210522E-03  9.10561837E-01  -2.48136683E-04  9.60059754E-07  1.00103669E-04  1.20787592E-07
2.49575849E-03  9.10975675E-01  -2.47567065E-04  9.59933983E-07  9.98681189E-05  1.20422317E-07
2.49941231E-03  9.11387889E-01  -2.46997805E-04  9.59809389E-07  9.96327651E-05  1.20057847E-07
2.50306628E-03  9.11798440E-01  -2.46428968E-04  9.59685980E-07  9.93976352E-05  1.19694222E-07
2.50672048E-03  9.12207343E-01  -2.45860546E-04  9.59563749E-07  9.91627254E-05  1.19331432E-07
2.51037540E-03  9.12614659E-01  -2.45292467E-04  9.59442674E-07  9.89280066E-05  1.18969429E-07
2.51403088E-03  9.13020374E-01  -2.44724762E-04  9.59322756E-07  9.86934910E-05  1.18608229E-07
2.51768687E-03  9.13424490E-01  -2.44157440E-04  9.59203992E-07  9.84591827E-05  1.18247834E-07
2.52134317E-03  9.13826989E-01  -2.43590539E-04  9.59086385E-07  9.82250977E-05  1.17888266E-07
2.52500053E-03  9.14227961E-01  -2.43023944E-04  9.58969904E-07  9.79911889E-05  1.17529449E-07
2.52865783E-03  9.14627286E-01  -2.42457837E-04  9.58854583E-07  9.77575307E-05  1.17171494E-07
2.53231601E-03  9.15025074E-01  -2.41892072E-04  9.58740385E-07  9.75240638E-05  1.16814307E-07
2.53597456E-03  9.15421275E-01  -2.41326734E-04  9.58627322E-07  9.72908225E-05  1.16457936E-07
2.53963351E-03  9.15815898E-01  -2.40761822E-04  9.58515389E-07  9.70578073E-05  1.16102380E-07
2.54329296E-03  9.16208959E-01  -2.40197325E-04  9.58404578E-07  9.68250135E-05  1.15747628E-07
2.54695332E-03  9.16600506E-01  -2.39633184E-04  9.58294872E-07  9.65924168E-05  1.15393639E-07
2.55061439E-03  9.16990525E-01  -2.39069434E-04  9.58186273E-07  9.63600316E-05  1.15040434E-07
2.55427621E-03  9.17379025E-01  -2.38506070E-04  9.58078776E-07  9.61278561E-05  1.14688005E-07
2.55793808E-03  9.17765935E-01  -2.37943207E-04  9.57972396E-07  9.58959381E-05  1.14336422E-07
2.56160065E-03  9.18151332E-01  -2.37380749E-04  9.57867109E-07  9.56642371E-05  1.13985621E-07
2.56526396E-03  9.18535224E-01  -2.36818691E-04  9.57762911E-07  9.54327525E-05  1.13635598E-07
2.56892794E-03  9.18917608E-01  -2.36257050E-04  9.57659799E-07  9.52014903E-05  1.13286358E-07
2.57259200E-03  9.19298430E-01  -2.35695919E-04  9.57557785E-07  9.49704893E-05  1.12937957E-07
2.57625723E-03  9.19677808E-01  -2.35135136E-04  9.57456834E-07  9.47396823E-05  1.12590292E-07
2.57992332E-03  9.20055714E-01  -2.34574750E-04  9.57356950E-07  9.45090909E-05  1.12243390E-07
