rho             ne              v_phi           Te              E_rho           Psi              
6.84361431E-03  9.30008520E-01  -5.29378262E-05  1.04475390E-06  1.32357479E-05  7.48549812E-08
6.85018357E-03  9.30082295E-01  -5.29270384E-05  1.04468958E-06  1.32090884E-05  7.47681198E-08
6.85675502E-03  9.30155967E-01  -5.29162491E-05  1.04462537E-06  1.31825024E-05  7.46814043E-08
6.86333158E-03  9.30229568E-01  -5.29054536E-05  1.04456123E-06  1.31559781E-05  7.45947962E-08
6.86991208E-03  9.30303085E-01  -5.28946539E-05  1.04449716E-06  1.31295198E-05  7.45083103E-08
6.87649530E-03  9.30376504E-01  -5.28838518E-05  1.04443319E-06  1.31031324E-05  7.44219627E-08
6.88308377E-03  9.30449855E-01  -5.28730433E-05  1.04436929E-06  1.30768055E-05  7.43357198E-08
6.88967613E-03  9.30523122E-01  -5.28622305E-05  1.04430546E-06  1.30505444E-05  7.42495994E-08
6.89627147E-03  9.30596295E-01  -5.28514150E-05  1.04424173E-06  1.30243525E-05  7.41636131E-08
6.90287110E-03  9.30669389E-01  -5.28405947E-05  1.04417807E-06  1.29982244E-05  7.40777434E-08
6.90947386E-03  9.30742391E-01  -5.28297713E-05  1.04411450E-06  1.29721646E-05  7.39920053E-08
6.91608152E-03  9.30815320E-01  -5.28189421E-05  1.04405100E-06  1.29461658E-05  7.39063756E-08
6.92269181E-03  9.30888152E-01  -5.28081106E-05  1.04398759E-06  1.29202369E-05  7.38208834E-08
6.92930778E-03  9.30960920E-01  -5.27972720E-05  1.04392425E-06  1.28943657E-05  7.37354892E-08
6.93592628E-03  9.31033591E-01  -5.27864313E-05  1.04386100E-06  1.28685642E-05  7.36502332E-08
6.94254761E-03  9.31106167E-01  -5.27755882E-05  1.04379783E-06  1.28428312E-05  7.35651115E-08
6.94917457E-03  9.31178678E-01  -5.27647379E-05  1.04373473E-06  1.28171557E-05  7.34800877E-08
6.95580598E-03  9.31251114E-01  -5.27538824E-05  1.04367171E-06  1.27915419E-05  7.33951769E-08
6.96244214E-03  9.31323475E-01  -5.27430212E-05  1.04360875E-06  1.27659887E-05  7.33103749E-08
6.96907977E-03  9.31395728E-01  -5.27321597E-05  1.04354590E-06  1.27405084E-05  7.32257237E-08
6.97572279E-03  9.31467915E-01  -5.27212915E-05  1.04348311E-06  1.27150858E-05  7.31411726E-08
6.98237095E-03  9.31540033E-01  -5.27104170E-05  1.04342039E-06  1.26897218E-05  7.30567252E-08
6.98902096E-03  9.31612046E-01  -5.26995414E-05  1.04335777E-06  1.26644287E-05  7.29724225E-08
6.99567549E-03  9.31683984E-01  -5.26886606E-05  1.04329522E-06  1.26391961E-05  7.28882306E-08
7.00233439E-03  9.31755845E-01  -5.26777747E-05  1.04323274E-06  1.26140245E-05  7.28041514E-08
7.00899689E-03  9.31827621E-01  -5.26668849E-05  1.04317035E-06  1.25889166E-05  7.27201942E-08
7.01566259E-03  9.31899308E-01  -5.26559919E-05  1.04310803E-06  1.25638737E-05  7.26363637E-08
7.02233326E-03  9.31970925E-01  -5.26450929E-05  1.04304579E-06  1.25388890E-05  7.25526376E-08
7.02900829E-03  9.32042465E-01  -5.26341888E-05  1.04298362E-06  1.25139646E-05  7.24690234E-08
7.03568614E-03  9.32113912E-01  -5.26232820E-05  1.04292154E-06  1.24891062E-05  7.23855400E-08
7.04236768E-03  9.32185275E-01  -5.26123713E-05  1.04285954E-06  1.24643102E-05  7.23021764E-08
7.04905320E-03  9.32256558E-01  -5.26014561E-05  1.04279761E-06  1.24395755E-05  7.22189288E-08
7.05574272E-03  9.32327762E-01  -5.25905364E-05  1.04273576E-06  1.24149017E-05  7.21357966E-08
7.06243697E-03  9.32398893E-01  -5.25796109E-05  1.04267398E-06  1.23902861E-05  7.20527705E-08
7.06913496E-03  9.32469941E-01  -5.25686814E-05  1.04261228E-06  1.23657322E-05  7.19698628E-08
7.07583671E-03  9.32540907E-01  -5.25577476E-05  1.04255066E-06  1.23412396E-05  7.18870729E-08
7.08254263E-03  9.32611796E-01  -5.25468091E-05  1.04248911E-06  1.23168067E-05  7.18043955E-08
7.08925323E-03  9.32682612E-01  -5.25358649E-05  1.04242763E-06  1.22924315E-05  7.17218241E-08
7.09596726E-03  9.32753342E-01  -5.25249171E-05  1.04236623E-06  1.22681184E-05  7.16393740E-08
7.10268528E-03  9.32823993E-01  -5.25139647E-05  1.04230491E-06  1.22438652E-05  7.15570380E-08
7.10940616E-03  9.32894553E-01  -5.25030097E-05  1.04224367E-06  1.22196758E-05  7.14748299E-08
7.11613140E-03  9.32965038E-01  -5.24920494E-05  1.04218251E-06  1.21955446E-05  7.13927308E-08
7.12286050E-03  9.33035442E-01  -5.24810849E-05  1.04212142E-06  1.21714732E-05  7.13107468E-08
7.12959461E-03  9.33105778E-01  -5.24701141E-05  1.04206040E-06  1.21474574E-05  7.12288637E-08
7.13633276E-03  9.33176036E-01  -5.24591386E-05  1.04199945E-06  1.21235005E-05  7.11470930E-08
7.14307334E-03  9.33246199E-01  -5.24481612E-05  1.04193859E-06  1.20996080E-05  7.10654542E-08
7.14981901E-03  9.33316294E-01  -5.24371773E-05  1.04187780E-06  1.20757704E-05  7.09839146E-08
7.15656953E-03  9.33386320E-01  -5.24261875E-05  1.04181707E-06  1.20519883E-05  7.09024772E-08
7.16332184E-03  9.33456244E-01  -5.24151966E-05  1.04175644E-06  1.20282723E-05  7.08211785E-08
7.17007922E-03  9.33526101E-01  -5.24041994E-05  1.04169587E-06  1.20046108E-05  7.07399790E-08
7.17684019E-03  9.33595876E-01  -5.23931983E-05  1.04163538E-06  1.19810089E-05  7.06588960E-08
7.18360605E-03  9.33665582E-01  -5.23821911E-05  1.04157496E-06  1.19574616E-05  7.05779138E-08
7.19037565E-03  9.33735207E-01  -5.23711797E-05  1.04151461E-06  1.19339731E-05  7.04970461E-08
7.19714808E-03  9.33804743E-01  -5.23601655E-05  1.04145435E-06  1.19105461E-05  7.04163035E-08
7.20392442E-03  9.33874200E-01  -5.23491469E-05  1.04139416E-06  1.18871769E-05  7.03356728E-08
7.21070586E-03  9.33943590E-01  -5.23381218E-05  1.04133403E-06  1.18638612E-05  7.02551397E-08
7.21749016E-03  9.34012891E-01  -5.23270939E-05  1.04127399E-06  1.18406065E-05  7.01747307E-08
7.22427944E-03  9.34082125E-01  -5.23160598E-05  1.04121401E-06  1.18174053E-05  7.00944203E-08
7.23107288E-03  9.34151283E-01  -5.23050208E-05  1.04115411E-06  1.17942605E-05  7.00142181E-08
7.23787172E-03  9.34220378E-01  -5.22939748E-05  1.04109427E-06  1.17711674E-05  6.99341093E-08
7.24467228E-03  9.34289373E-01  -5.22829279E-05  1.04103452E-06  1.17481387E-05  6.98541372E-08
7.25147653E-03  9.34358287E-01  -5.22718767E-05  1.04097484E-06  1.17251673E-05  6.97742781E-08
7.25828525E-03  9.34427130E-01  -5.22608202E-05  1.04091523E-06  1.17022504E-05  6.96945227E-08
7.26509978E-03  9.34495913E-01  -5.22497560E-05  1.04085569E-06  1.16793836E-05  6.96148554E-08
7.27191559E-03  9.34564593E-01  -5.22386915E-05  1.04079623E-06  1.16565817E-05  6.95353287E-08
7.27873514E-03  9.34633193E-01  -5.22276228E-05  1.04073685E-06  1.16338363E-05  6.94559137E-08
7.28555961E-03  9.34701726E-01  -5.22165479E-05  1.04067754E-06  1.16111434E-05  6.93765963E-08
7.29238759E-03  9.34770178E-01  -5.22054690E-05  1.04061830E-06  1.15885075E-05  6.92973929E-08
7.29922068E-03  9.34838565E-01  -5.21943837E-05  1.04055913E-06  1.15659233E-05  6.92182849E-08
7.30605594E-03  9.34906857E-01  -5.21832965E-05  1.04050004E-06  1.15434001E-05  6.91393058E-08
7.31289731E-03  9.34975094E-01  -5.21722013E-05  1.04044101E-06  1.15209249E-05  6.90604100E-08
7.31974136E-03  9.35043241E-01  -5.21611034E-05  1.04038206E-06  1.14985088E-05  6.89816370E-08
7.32659063E-03  9.35111325E-01  -5.21499989E-05  1.04032317E-06  1.14761434E-05  6.89029573E-08
7.33344234E-03  9.35179318E-01  -5.21388921E-05  1.04026436E-06  1.14538376E-05  6.88244025E-08
7.34029825E-03  9.35247237E-01  -5.21277802E-05  1.04020563E-06  1.14315854E-05  6.87459524E-08
7.34715903E-03  9.35315088E-01  -5.21166622E-05  1.04014696E-06  1.14093846E-05  6.86675990E-08
7.35402336E-03  9.35382860E-01  -5.21055402E-05  1.04008836E-06  1.13872393E-05  6.85893572E-08
7.36089339E-03  9.35450573E-01  -5.20944106E-05  1.04002982E-06  1.13651424E-05  6.85112024E-08
7.36776536E-03  9.35518191E-01  -5.20832796E-05  1.03997137E-06  1.13431060E-05  6.84331774E-08
7.37464107E-03  9.35585730E-01  -5.20721442E-05  1.03991300E-06  1.13211238E-05  6.83552610E-08
7.38152163E-03  9.35653203E-01  -5.20610027E-05  1.03985468E-06  1.12991925E-05  6.82774409E-08
7.38840562E-03  9.35720595E-01  -5.20498573E-05  1.03979644E-06  1.12773163E-05  6.81997327E-08
7.39529334E-03  9.35787910E-01  -5.20387076E-05  1.03973828E-06  1.12554940E-05  6.81221328E-08
7.40218484E-03  9.35855148E-01  -5.20275534E-05  1.03968019E-06  1.12337254E-05  6.80446406E-08
7.40908093E-03  9.35922316E-01  -5.20163935E-05  1.03962216E-06  1.12120079E-05  6.79672468E-08
7.41598134E-03  9.35989413E-01  -5.20052282E-05  1.03956420E-06  1.11903420E-05  6.78899541E-08
7.42288672E-03  9.36056445E-01  -5.19940566E-05  1.03950630E-06  1.11687257E-05  6.78127552E-08
7.42979452E-03  9.36123387E-01  -5.19828826E-05  1.03944848E-06  1.11471667E-05  6.77356784E-08
7.43670510E-03  9.36190243E-01  -5.19717059E-05  1.03939075E-06  1.11256638E-05  6.76587193E-08
7.44362127E-03  9.36257040E-01  -5.19605217E-05  1.03933307E-06  1.11042081E-05  6.75818466E-08
7.45054157E-03  9.36323764E-01  -5.19493324E-05  1.03927546E-06  1.10828040E-05  6.75050762E-08
7.45746472E-03  9.36390403E-01  -5.19381402E-05  1.03921793E-06  1.10614553E-05  6.74284223E-08
7.46439330E-03  9.36456982E-01  -5.19269408E-05  1.03916046E-06  1.10401538E-05  6.73518559E-08
7.47132593E-03  9.36523487E-01  -5.19157365E-05  1.03910305E-06  1.10189038E-05  6.72753924E-08
7.47826251E-03  9.36589918E-01  -5.19045274E-05  1.03904572E-06  1.09977054E-05  6.71990324E-08
7.48520216E-03  9.36656267E-01  -5.18933150E-05  1.03898846E-06  1.09765611E-05  6.71227855E-08
7.49214754E-03  9.36722558E-01  -5.18820948E-05  1.03893126E-06  1.09554626E-05  6.70466224E-08
7.49909485E-03  9.36788756E-01  -5.18708732E-05  1.03887414E-06  1.09344215E-05  6.69705846E-08
7.50604686E-03  9.36854887E-01  -5.18596455E-05  1.03881709E-06  1.09134291E-05  6.68946414E-08
7.51300362E-03  9.36920952E-01  -5.18484117E-05  1.03876009E-06  1.08924851E-05  6.68187922E-08
7.51996393E-03  9.36986940E-01  -5.18371737E-05  1.03870317E-06  1.08715931E-05  6.67430498E-08
7.52692791E-03  9.37052851E-01  -5.18259314E-05  1.03864633E-06  1.08507525E-05  6.66674129E-08
7.53389516E-03  9.37118682E-01  -5.18146853E-05  1.03858955E-06  1.08299643E-05  6.65918854E-08
7.54086840E-03  9.37184460E-01  -5.18034311E-05  1.03853283E-06  1.08092204E-05  6.65164378E-08
7.54784484E-03  9.37250156E-01  -5.17921733E-05  1.03847618E-06  1.07885290E-05  6.64411002E-08
7.55482452E-03  9.37315773E-01  -5.17809118E-05  1.03841961E-06  1.07678896E-05  6.63658717E-08
7.56180956E-03  9.37381330E-01  -5.17696431E-05  1.03836310E-06  1.07472960E-05  6.62907296E-08
7.56880014E-03  9.37446829E-01  -5.17583670E-05  1.03830663E-06  1.07267475E-05  6.62156716E-08
7.57579247E-03  9.37512234E-01  -5.17470896E-05  1.03825026E-06  1.07062551E-05  6.61407383E-08
7.58278889E-03  9.37577568E-01  -5.17358071E-05  1.03819395E-06  1.06858118E-05  6.60659045E-08
7.58979006E-03  9.37642836E-01  -5.17245185E-05  1.03813771E-06  1.06654155E-05  6.59911627E-08
7.59679612E-03  9.37708040E-01  -5.17132234E-05  1.03808152E-06  1.06450656E-05  6.59165115E-08
7.60380539E-03  9.37773165E-01  -5.17019247E-05  1.03802541E-06  1.06247671E-05  6.58419685E-08
7.61081608E-03  9.37838194E-01  -5.16906251E-05  1.03796938E-06  1.06045248E-05  6.57675525E-08
7.61783127E-03  9.37903156E-01  -5.16793197E-05  1.03791342E-06  1.05843297E-05  6.56932307E-08
7.62485231E-03  9.37968063E-01  -5.16680064E-05  1.03785751E-06  1.05641778E-05  6.56189884E-08
7.63187674E-03  9.38032892E-01  -5.16566891E-05  1.03780168E-06  1.05440761E-05  6.55448518E-08
7.63890510E-03  9.38097650E-01  -5.16453668E-05  1.03774591E-06  1.05240228E-05  6.54708147E-08
7.64593848E-03  9.38162345E-01  -5.16340380E-05  1.03769020E-06  1.05040148E-05  6.53968657E-08
7.65297593E-03  9.38226969E-01  -5.16227040E-05  1.03763455E-06  1.04840546E-05  6.53230144E-08
7.66001709E-03  9.38291519E-01  -5.16113654E-05  1.03757897E-06  1.04641431E-05  6.52492646E-08
7.66706172E-03  9.38355993E-01  -5.16000227E-05  1.03752347E-06  1.04442808E-05  6.51756186E-08
7.67411083E-03  9.38420401E-01  -5.15886742E-05  1.03746803E-06  1.04244648E-05  6.51020656E-08
7.68116317E-03  9.38484730E-01  -5.15773218E-05  1.03741265E-06  1.04046984E-05  6.50286185E-08
7.68821987E-03  9.38548991E-01  -5.15659639E-05  1.03735735E-06  1.03849784E-05  6.49552653E-08
7.69528110E-03  9.38613187E-01  -5.15546000E-05  1.03730210E-06  1.03653041E-05  6.48820040E-08
7.70234591E-03  9.38677307E-01  -5.15432318E-05  1.03724692E-06  1.03456781E-05  6.48088445E-08
7.70941386E-03  9.38741349E-01  -5.15318599E-05  1.03719182E-06  1.03261014E-05  6.47357910E-08
7.71648629E-03  9.38805325E-01  -5.15204822E-05  1.03713678E-06  1.03065702E-05  6.46628295E-08
7.72356213E-03  9.38869225E-01  -5.15091003E-05  1.03708180E-06  1.02870873E-05  6.45899708E-08
7.73064387E-03  9.38933072E-01  -5.14977103E-05  1.03702688E-06  1.02676458E-05  6.45171892E-08
7.73772947E-03  9.38996847E-01  -5.14863154E-05  1.03697203E-06  1.02482511E-05  6.44445055E-08
7.74481886E-03  9.39060550E-01  -5.14749158E-05  1.03691724E-06  1.02289033E-05  6.43719203E-08
7.75191282E-03  9.39124187E-01  -5.14635101E-05  1.03686251E-06  1.02096001E-05  6.42994253E-08
7.75901105E-03  9.39187757E-01  -5.14520990E-05  1.03680785E-06  1.01903423E-05  6.42270236E-08
7.76611215E-03  9.39251247E-01  -5.14406845E-05  1.03675326E-06  1.01711335E-05  6.41547292E-08
7.77321647E-03  9.39314660E-01  -5.14292662E-05  1.03669874E-06  1.01519727E-05  6.40825383E-08
7.78032459E-03  9.39378001E-01  -5.14178430E-05  1.03664428E-06  1.01328580E-05  6.40104449E-08
7.78743656E-03  9.39441272E-01  -5.14064150E-05  1.03658990E-06  1.01137893E-05  6.39384481E-08
7.79455472E-03  9.39504492E-01  -5.13949783E-05  1.03653556E-06  1.00947601E-05  6.38665243E-08
7.80167619E-03  9.39567636E-01  -5.13835376E-05  1.03648129E-06  1.00757781E-05  6.37947024E-08
7.80880089E-03  9.39630704E-01  -5.13720930E-05  1.03642709E-06  1.00568434E-05  6.37229830E-08
7.81593016E-03  9.39693708E-01  -5.13606423E-05  1.03637295E-06  1.00379522E-05  6.36513524E-08
7.82306377E-03  9.39756646E-01  -5.13491859E-05  1.03631887E-06  1.00191050E-05  6.35798128E-08
7.83020006E-03  9.39819502E-01  -5.13377264E-05  1.03626486E-06  1.00003061E-05  6.35083807E-08
7.83734195E-03  9.39882304E-01  -5.13262592E-05  1.03621091E-06  9.98154774E-06  6.34370266E-08
7.84448624E-03  9.39945023E-01  -5.13147894E-05  1.03615704E-06  9.96283812E-06  6.33657824E-08
7.85163657E-03  9.40007690E-01  -5.13033112E-05  1.03610321E-06  9.94416761E-06  6.32946117E-08
7.85878876E-03  9.40070270E-01  -5.12918312E-05  1.03604946E-06  9.92554700E-06  6.32235557E-08
7.86594636E-03  9.40132794E-01  -5.12803437E-05  1.03599576E-06  9.90696689E-06  6.31525791E-08
7.87310758E-03  9.40195245E-01  -5.12688516E-05  1.03594214E-06  9.88843187E-06  6.30816995E-08
7.88027389E-03  9.40257637E-01  -5.12573526E-05  1.03588856E-06  9.86993801E-06  6.30109023E-08
7.88744454E-03  9.40319964E-01  -5.12458478E-05  1.03583505E-06  9.85148711E-06  6.29401946E-08
7.89461820E-03  9.40382214E-01  -5.12343393E-05  1.03578161E-06  9.83308250E-06  6.28695894E-08
7.90179639E-03  9.40444400E-01  -5.12228248E-05  1.03572822E-06  9.81472014E-06  6.27990716E-08
7.90897865E-03  9.40506519E-01  -5.12113049E-05  1.03567490E-06  9.79640107E-06  6.27286455E-08
7.91616544E-03  9.40568573E-01  -5.11997790E-05  1.03562164E-06  9.77812405E-06  6.26583066E-08
7.92335552E-03  9.40630554E-01  -5.11882489E-05  1.03556845E-06  9.75989206E-06  6.25880667E-08
7.93054900E-03  9.40692461E-01  -5.11767145E-05  1.03551532E-06  9.74170471E-06  6.25179245E-08
7.93774621E-03  9.40754299E-01  -5.11651754E-05  1.03546226E-06  9.72356107E-06  6.24478767E-08
7.94494761E-03  9.40816070E-01  -5.11536306E-05  1.03540926E-06  9.70545984E-06  6.23779187E-08
7.95215479E-03  9.40877788E-01  -5.11420777E-05  1.03535631E-06  9.68739690E-06  6.23080349E-08
7.95936398E-03  9.40939422E-01  -5.11305227E-05  1.03530343E-06  9.66938160E-06  6.22382615E-08
7.96657809E-03  9.41000997E-01  -5.11189610E-05  1.03525061E-06  9.65140655E-06  6.21685704E-08
7.97379727E-03  9.41062513E-01  -5.11073922E-05  1.03519785E-06  9.63347125E-06  6.20989599E-08
7.98102005E-03  9.41123958E-01  -5.10958188E-05  1.03514515E-06  9.61557927E-06  6.20294441E-08
7.98824664E-03  9.41185334E-01  -5.10842404E-05  1.03509251E-06  9.59772997E-06  6.19600208E-08
7.99547788E-03  9.41246649E-01  -5.10726556E-05  1.03503994E-06  9.57992114E-06  6.18906817E-08
8.00271126E-03  9.41307880E-01  -5.10610685E-05  1.03498743E-06  9.56215885E-06  6.18214508E-08
8.00995095E-03  9.41369065E-01  -5.10494724E-05  1.03493497E-06  9.54443274E-06  6.17522879E-08
8.01719427E-03  9.41430179E-01  -5.10378715E-05  1.03488258E-06  9.52674928E-06  6.16832186E-08
8.02444239E-03  9.41491233E-01  -5.10262640E-05  1.03483024E-06  9.50910551E-06  6.16142316E-08
8.03169350E-03  9.41552211E-01  -5.10146528E-05  1.03477797E-06  9.49150572E-06  6.15453439E-08
8.03894807E-03  9.41613119E-01  -5.10030371E-05  1.03472577E-06  9.47394864E-06  6.14765508E-08
8.04620728E-03  9.41673965E-01  -5.09914150E-05  1.03467362E-06  9.45643129E-06  6.14078410E-08
8.05346899E-03  9.41734732E-01  -5.09797899E-05  1.03462154E-06  9.43895870E-06  6.13392346E-08
8.06073535E-03  9.41795438E-01  -5.09681584E-05  1.03456952E-06  9.42152559E-06  6.12707111E-08
8.06800615E-03  9.41856082E-01  -5.09565209E-05  1.03451756E-06  9.40413239E-06  6.12022723E-08
8.07528059E-03  9.41916656E-01  -5.09448785E-05  1.03446566E-06  9.38678087E-06  6.11339257E-08
8.08255867E-03  9.41977161E-01  -5.09332314E-05  1.03441383E-06  9.36947091E-06  6.10656710E-08
8.08984220E-03  9.42037612E-01  -5.09215765E-05  1.03436204E-06  9.35219812E-06  6.09974911E-08
8.09713145E-03  9.42098011E-01  -5.09099134E-05  1.03431030E-06  9.33496174E-06  6.09293834E-08
8.10442281E-03  9.42158329E-01  -5.08982480E-05  1.03425864E-06  9.31777026E-06  6.08613816E-08
8.11171777E-03  9.42218578E-01  -5.08865778E-05  1.03420704E-06  9.30061999E-06  6.07934714E-08
8.11901719E-03  9.42278764E-01  -5.08749014E-05  1.03415550E-06  9.28350880E-06  6.07256447E-08
8.12631971E-03  9.42338878E-01  -5.08632211E-05  1.03410402E-06  9.26643976E-06  6.06579140E-08
8.13362651E-03  9.42398928E-01  -5.08515348E-05  1.03405261E-06  9.24941002E-06  6.05902683E-08
8.14093758E-03  9.42458915E-01  -5.08398427E-05  1.03400125E-06  9.23241949E-06  6.05227074E-08
8.14825316E-03  9.42518841E-01  -5.08281443E-05  1.03394994E-06  9.21546748E-06  6.04552289E-08
8.15557148E-03  9.42578691E-01  -5.08164425E-05  1.03389871E-06  9.19855801E-06  6.03878490E-08
8.16289456E-03  9.42638482E-01  -5.08047340E-05  1.03384753E-06  9.18168630E-06  6.03205491E-08
8.17022253E-03  9.42698215E-01  -5.07930186E-05  1.03379640E-06  9.16485193E-06  6.02533276E-08
8.17755543E-03  9.42757891E-01  -5.07812963E-05  1.03374533E-06  9.14805475E-06  6.01861843E-08
8.18489101E-03  9.42817491E-01  -5.07695706E-05  1.03369432E-06  9.13129979E-06  6.01191395E-08
8.19222958E-03  9.42877017E-01  -5.07578410E-05  1.03364339E-06  9.11458620E-06  6.00521902E-08
8.19957275E-03  9.42936484E-01  -5.07461049E-05  1.03359250E-06  9.09791021E-06  5.99853215E-08
8.20692034E-03  9.42995890E-01  -5.07343627E-05  1.03354168E-06  9.08127213E-06  5.99185349E-08
8.21427200E-03  9.43055231E-01  -5.07226149E-05  1.03349091E-06  9.06467267E-06  5.98518336E-08
8.22162880E-03  9.43114517E-01  -5.07108597E-05  1.03344019E-06  9.04810929E-06  5.97852075E-08
8.22898849E-03  9.43173730E-01  -5.06991008E-05  1.03338954E-06  9.03158697E-06  5.97186771E-08
8.23635384E-03  9.43232891E-01  -5.06873337E-05  1.03333894E-06  9.01509937E-06  5.96522170E-08
8.24372198E-03  9.43291979E-01  -5.06755630E-05  1.03328840E-06  8.99865284E-06  5.95858531E-08
8.25109542E-03  9.43351012E-01  -5.06637847E-05  1.03323791E-06  8.98224166E-06  5.95195626E-08
8.25847255E-03  9.43409979E-01  -5.06520013E-05  1.03318749E-06  8.96586931E-06  5.94533599E-08
8.26585293E-03  9.43468876E-01  -5.06402136E-05  1.03313713E-06  8.94953667E-06  5.93872487E-08
8.27323763E-03  9.43527712E-01  -5.06284198E-05  1.03308682E-06  8.93324126E-06  5.93212192E-08
8.28062637E-03  9.43586483E-01  -5.06166204E-05  1.03303657E-06  8.91698359E-06  5.92552740E-08
8.28802008E-03  9.43645199E-01  -5.06048139E-05  1.03298638E-06  8.90076152E-06  5.91894044E-08
8.29541670E-03  9.43703842E-01  -5.05930035E-05  1.03293625E-06  8.88457946E-06  5.91236287E-08
8.30281768E-03  9.43762425E-01  -5.05811870E-05  1.03288617E-06  8.86843415E-06  5.90579339E-08
8.31022191E-03  9.43820938E-01  -5.05693660E-05  1.03283616E-06  8.85232786E-06  5.89923295E-08
8.31763029E-03  9.43879388E-01  -5.05575392E-05  1.03278621E-06  8.83625858E-06  5.89268077E-08
8.32504370E-03  9.43937783E-01  -5.05457052E-05  1.03273631E-06  8.82022428E-06  5.88613604E-08
8.33246182E-03  9.43996121E-01  -5.05338645E-05  1.03268646E-06  8.80422558E-06  5.87959903E-08
8.33988325E-03  9.44054390E-01  -5.05220192E-05  1.03263667E-06  8.78826538E-06  5.87307096E-08
8.34730938E-03  9.44112601E-01  -5.05101671E-05  1.03258693E-06  8.77234059E-06  5.86655059E-08
8.35473892E-03  9.44170744E-01  -5.04983104E-05  1.03253726E-06  8.75645389E-06  5.86003905E-08
8.36217157E-03  9.44228817E-01  -5.04864495E-05  1.03248765E-06  8.74060580E-06  5.85353658E-08
8.36960960E-03  9.44286838E-01  -5.04745807E-05  1.03243809E-06  8.72479139E-06  5.84704117E-08
8.37705300E-03  9.44344807E-01  -5.04627041E-05  1.03238857E-06  8.70901060E-06  5.84055284E-08
8.38449905E-03  9.44402703E-01  -5.04508240E-05  1.03233912E-06  8.69326911E-06  5.83407393E-08
8.39194759E-03  9.44460524E-01  -5.04389406E-05  1.03228974E-06  8.67756711E-06  5.82760457E-08
8.39940089E-03  9.44518288E-01  -5.04270503E-05  1.03224041E-06  8.66189973E-06  5.82114276E-08
8.40685978E-03  9.44576002E-01  -5.04151519E-05  1.03219113E-06  8.64626513E-06  5.81468777E-08
8.41431970E-03  9.44633631E-01  -5.04032524E-05  1.03214192E-06  8.63067276E-06  5.80824354E-08
8.42178656E-03  9.44691220E-01  -5.03913426E-05  1.03209276E-06  8.61511018E-06  5.80180496E-08
8.42925663E-03  9.44748741E-01  -5.03794284E-05  1.03204365E-06  8.59958509E-06  5.79537521E-08
8.43673026E-03  9.44806196E-01  -5.03675092E-05  1.03199460E-06  8.58409663E-06  5.78895399E-08
8.44420816E-03  9.44863591E-01  -5.03555838E-05  1.03194561E-06  8.56864324E-06  5.78254067E-08
8.45169018E-03  9.44920925E-01  -5.03436525E-05  1.03189667E-06  8.55322514E-06  5.77613536E-08
8.45917554E-03  9.44978192E-01  -5.03317165E-05  1.03184779E-06  8.53784386E-06  5.76973873E-08
8.46666608E-03  9.45035406E-01  -5.03197730E-05  1.03179897E-06  8.52249547E-06  5.76334917E-08
8.47416036E-03  9.45092556E-01  -5.03078241E-05  1.03175020E-06  8.50718289E-06  5.75696792E-08
8.48165902E-03  9.45149647E-01  -5.02958688E-05  1.03170148E-06  8.49190467E-06  5.75059440E-08
8.48916171E-03  9.45206677E-01  -5.02839078E-05  1.03165282E-06  8.47666145E-06  5.74422890E-08
8.49666805E-03  9.45263642E-01  -5.02719416E-05  1.03160422E-06  8.46145393E-06  5.73787175E-08
8.50417890E-03  9.45320550E-01  -5.02599688E-05  1.03155567E-06  8.44628022E-06  5.73152217E-08
8.51169385E-03  9.45377397E-01  -5.02479900E-05  1.03150717E-06  8.43114111E-06  5.72518053E-08
8.51921180E-03  9.45434176E-01  -5.02360071E-05  1.03145874E-06  8.41603869E-06  5.71884772E-08
8.52673666E-03  9.45490915E-01  -5.02240137E-05  1.03141034E-06  8.40096501E-06  5.71252044E-08
8.53426592E-03  9.45547596E-01  -5.02120140E-05  1.03136200E-06  8.38592507E-06  5.70620080E-08
8.54179639E-03  9.45604194E-01  -5.02000129E-05  1.03131373E-06  8.37092510E-06  5.69989146E-08
8.54933216E-03  9.45660742E-01  -5.01880039E-05  1.03126551E-06  8.35595685E-06  5.69358896E-08
8.55687077E-03  9.45717219E-01  -5.01759909E-05  1.03121735E-06  8.34102512E-06  5.68729536E-08
8.56441407E-03  9.45773641E-01  -5.01639710E-05  1.03116924E-06  8.32612616E-06  5.68100910E-08
8.57196191E-03  9.45830006E-01  -5.01519445E-05  1.03112118E-06  8.31126017E-06  5.67473029E-08
8.57951401E-03  9.45886313E-01  -5.01399117E-05  1.03107318E-06  8.29642760E-06  5.66845914E-08
8.58706998E-03  9.45942558E-01  -5.01278733E-05  1.03102523E-06  8.28162917E-06  5.66219598E-08
8.59463028E-03  9.45998744E-01  -5.01158285E-05  1.03097733E-06  8.26686385E-06  5.65594041E-08
8.60219602E-03  9.46054881E-01  -5.01037756E-05  1.03092948E-06  8.25212939E-06  5.64969148E-08
8.60976602E-03  9.46110959E-01  -5.00917164E-05  1.03088169E-06  8.23742803E-06  5.64345019E-08
8.61733951E-03  9.46166973E-01  -5.00796521E-05  1.03083395E-06  8.22276119E-06  5.63721714E-08
8.62491570E-03  9.46222918E-01  -5.00675841E-05  1.03078627E-06  8.20813025E-06  5.63099297E-08
8.63249558E-03  9.46278799E-01  -5.00555107E-05  1.03073865E-06  8.19353323E-06  5.62477684E-08
