rho             ne              v_phi           Te              E_rho           Psi              
3.86210290E-03  8.73528683E-01  -5.81294510E-05  1.09576298E-06  4.34716799E-05  1.47142647E-07
3.86685327E-03  8.73684523E-01  -5.81209968E-05  1.09562106E-06  4.33691549E-05  1.46936384E-07
3.87160732E-03  8.73840092E-01  -5.81125324E-05  1.09547937E-06  4.32668478E-05  1.46730449E-07
3.87636330E-03  8.73995335E-01  -5.81040607E-05  1.09533795E-06  4.31647955E-05  1.46524915E-07
3.88112238E-03  8.74150289E-01  -5.80955800E-05  1.09519678E-06  4.30629732E-05  1.46319733E-07
3.88588436E-03  8.74304950E-01  -5.80870905E-05  1.09505585E-06  4.29613844E-05  1.46114910E-07
3.89064851E-03  8.74459295E-01  -5.80785936E-05  1.09491519E-06  4.28600446E-05  1.45910477E-07
3.89541525E-03  8.74613339E-01  -5.80700885E-05  1.09477478E-06  4.27589443E-05  1.45706415E-07
3.90018515E-03  8.74767100E-01  -5.80615745E-05  1.09463461E-06  4.26580715E-05  1.45502700E-07
3.90495721E-03  8.74920548E-01  -5.80530531E-05  1.09449471E-06  4.25574469E-05  1.45299373E-07
3.90973207E-03  8.75073705E-01  -5.80445235E-05  1.09435505E-06  4.24570563E-05  1.45096407E-07
3.91450992E-03  8.75226578E-01  -5.80359853E-05  1.09421564E-06  4.23568959E-05  1.44893793E-07
3.91929107E-03  8.75379176E-01  -5.80274379E-05  1.09407645E-06  4.22569587E-05  1.44691518E-07
3.92407452E-03  8.75531470E-01  -5.80188833E-05  1.09393752E-06  4.21572656E-05  1.44489622E-07
3.92886111E-03  8.75683486E-01  -5.80103199E-05  1.09379883E-06  4.20577984E-05  1.44288071E-07
3.93365024E-03  8.75835208E-01  -5.80017489E-05  1.09366039E-06  4.19585695E-05  1.44086888E-07
3.93844213E-03  8.75986643E-01  -5.79931700E-05  1.09352219E-06  4.18595740E-05  1.43886065E-07
3.94323562E-03  8.76137754E-01  -5.79845852E-05  1.09338427E-06  4.17608355E-05  1.43685648E-07
3.94803226E-03  8.76288593E-01  -5.79759919E-05  1.09324659E-06  4.16623216E-05  1.43485573E-07
3.95283158E-03  8.76439145E-01  -5.79673909E-05  1.09310914E-06  4.15640416E-05  1.43285858E-07
3.95763437E-03  8.76589436E-01  -5.79587809E-05  1.09297192E-06  4.14659793E-05  1.43086470E-07
3.96243946E-03  8.76739430E-01  -5.79501639E-05  1.09283496E-06  4.13681581E-05  1.42887457E-07
3.96724712E-03  8.76889136E-01  -5.79415397E-05  1.09269824E-06  4.12705723E-05  1.42688808E-07
3.97205772E-03  8.77038568E-01  -5.79329075E-05  1.09256175E-06  4.11732140E-05  1.42490506E-07
3.97687082E-03  8.77187711E-01  -5.79242682E-05  1.09242552E-06  4.10760918E-05  1.42292569E-07
3.98168686E-03  8.77336582E-01  -5.79156210E-05  1.09228952E-06  4.09791962E-05  1.42094978E-07
3.98650592E-03  8.77485183E-01  -5.79069659E-05  1.09215375E-06  4.08825259E-05  1.41897730E-07
3.99132874E-03  8.77633538E-01  -5.78983016E-05  1.09201819E-06  4.07860654E-05  1.41700794E-07
3.99615365E-03  8.77781595E-01  -5.78896311E-05  1.09188288E-06  4.06898480E-05  1.41504237E-07
4.00098001E-03  8.77929338E-01  -5.78809555E-05  1.09174786E-06  4.05938856E-05  1.41308085E-07
4.00581041E-03  8.78076845E-01  -5.78722704E-05  1.09161303E-06  4.04981270E-05  1.41112232E-07
4.01064308E-03  8.78224064E-01  -5.78635788E-05  1.09147845E-06  4.04026065E-05  1.40916748E-07
4.01547938E-03  8.78371037E-01  -5.78548785E-05  1.09134409E-06  4.03072974E-05  1.40721580E-07
4.02031810E-03  8.78517728E-01  -5.78461716E-05  1.09120997E-06  4.02122227E-05  1.40526774E-07
4.02515965E-03  8.78664150E-01  -5.78374575E-05  1.09107608E-06  4.01173745E-05  1.40332315E-07
4.03000408E-03  8.78810306E-01  -5.78287360E-05  1.09094243E-06  4.00227511E-05  1.40138198E-07
4.03485097E-03  8.78956184E-01  -5.78200081E-05  1.09080901E-06  3.99283606E-05  1.39944441E-07
4.03970070E-03  8.79101795E-01  -5.78112730E-05  1.09067583E-06  3.98341952E-05  1.39751028E-07
4.04455417E-03  8.79247169E-01  -5.78025291E-05  1.09054285E-06  3.97402371E-05  1.39557922E-07
4.04941038E-03  8.79392276E-01  -5.77937784E-05  1.09041011E-06  3.96465056E-05  1.39365163E-07
4.05426945E-03  8.79537119E-01  -5.77850206E-05  1.09027760E-06  3.95529979E-05  1.39172745E-07
4.05913087E-03  8.79681686E-01  -5.77762568E-05  1.09014533E-06  3.94597234E-05  1.38980688E-07
4.06399503E-03  8.79825988E-01  -5.77674861E-05  1.09001329E-06  3.93666744E-05  1.38788976E-07
4.06886234E-03  8.79970038E-01  -5.77587080E-05  1.08988147E-06  3.92738426E-05  1.38597592E-07
4.07373274E-03  8.80113836E-01  -5.77499226E-05  1.08974987E-06  3.91812290E-05  1.38406539E-07
4.07860595E-03  8.80257373E-01  -5.77411304E-05  1.08961850E-06  3.90888383E-05  1.38215825E-07
4.08348230E-03  8.80400661E-01  -5.77323309E-05  1.08948735E-06  3.89966644E-05  1.38025439E-07
4.08836140E-03  8.80543688E-01  -5.77235248E-05  1.08935643E-06  3.89047140E-05  1.37835395E-07
4.09324281E-03  8.80686443E-01  -5.77147130E-05  1.08922575E-06  3.88129953E-05  1.37645709E-07
4.09812741E-03  8.80828952E-01  -5.77058938E-05  1.08909528E-06  3.87214910E-05  1.37456347E-07
4.10301454E-03  8.80971197E-01  -5.76970686E-05  1.08896505E-06  3.86302134E-05  1.37267333E-07
4.10790437E-03  8.81113183E-01  -5.76882371E-05  1.08883505E-06  3.85391591E-05  1.37078660E-07
4.11279741E-03  8.81254927E-01  -5.76793983E-05  1.08870526E-06  3.84483181E-05  1.36890309E-07
4.11769301E-03  8.81396409E-01  -5.76705536E-05  1.08857570E-06  3.83577020E-05  1.36702304E-07
4.12259210E-03  8.81537658E-01  -5.76617012E-05  1.08844635E-06  3.82672934E-05  1.36514607E-07
4.12749399E-03  8.81678655E-01  -5.76528424E-05  1.08831722E-06  3.81771049E-05  1.36327246E-07
4.13239810E-03  8.81819383E-01  -5.76439784E-05  1.08818833E-06  3.80871467E-05  1.36140243E-07
4.13730500E-03  8.81959860E-01  -5.76351081E-05  1.08805966E-06  3.79974077E-05  1.35953573E-07
4.14221529E-03  8.82100104E-01  -5.76262305E-05  1.08793120E-06  3.79078768E-05  1.35767215E-07
4.14712868E-03  8.82240107E-01  -5.76173461E-05  1.08780295E-06  3.78185591E-05  1.35581178E-07
4.15204497E-03  8.82379864E-01  -5.76084553E-05  1.08767492E-06  3.77294576E-05  1.35395470E-07
4.15696376E-03  8.82519365E-01  -5.75995590E-05  1.08754713E-06  3.76405796E-05  1.35210105E-07
4.16188603E-03  8.82658638E-01  -5.75906553E-05  1.08741953E-06  3.75519068E-05  1.35025047E-07
4.16681080E-03  8.82797656E-01  -5.75817461E-05  1.08729216E-06  3.74634567E-05  1.34840330E-07
4.17173852E-03  8.82936432E-01  -5.75728306E-05  1.08716501E-06  3.73752206E-05  1.34655938E-07
4.17666974E-03  8.83074984E-01  -5.75639078E-05  1.08703805E-06  3.72871885E-05  1.34471850E-07
4.18160355E-03  8.83213285E-01  -5.75549794E-05  1.08691133E-06  3.71993765E-05  1.34288099E-07
4.18653995E-03  8.83351337E-01  -5.75460455E-05  1.08678482E-06  3.71117838E-05  1.34104684E-07
4.19147943E-03  8.83489154E-01  -5.75371052E-05  1.08665853E-06  3.70244016E-05  1.33921587E-07
4.19642188E-03  8.83626733E-01  -5.75281587E-05  1.08653245E-06  3.69372317E-05  1.33738811E-07
4.20136727E-03  8.83764076E-01  -5.75192061E-05  1.08640658E-06  3.68502738E-05  1.33556357E-07
4.20631553E-03  8.83901180E-01  -5.75102476E-05  1.08628092E-06  3.67635293E-05  1.33374227E-07
4.21126718E-03  8.84038060E-01  -5.75012823E-05  1.08615547E-06  3.66769885E-05  1.33192402E-07
4.21622184E-03  8.84174707E-01  -5.74923109E-05  1.08603023E-06  3.65906576E-05  1.33010893E-07
4.22117951E-03  8.84311121E-01  -5.74833334E-05  1.08590520E-06  3.65045367E-05  1.32829703E-07
4.22614060E-03  8.84447314E-01  -5.74743491E-05  1.08578036E-06  3.64186179E-05  1.32648814E-07
4.23110399E-03  8.84583257E-01  -5.74653601E-05  1.08565575E-06  3.63329206E-05  1.32468267E-07
4.23607020E-03  8.84718963E-01  -5.74563654E-05  1.08553136E-06  3.62474352E-05  1.32288042E-07
4.24103869E-03  8.84854420E-01  -5.74473661E-05  1.08540719E-06  3.61621706E-05  1.32108159E-07
4.24601072E-03  8.84989662E-01  -5.74383600E-05  1.08528322E-06  3.60771051E-05  1.31928571E-07
4.25098563E-03  8.85124672E-01  -5.74293482E-05  1.08515946E-06  3.59922493E-05  1.31749302E-07
4.25596284E-03  8.85259436E-01  -5.74203319E-05  1.08503592E-06  3.59076128E-05  1.31570372E-07
4.26094462E-03  8.85394013E-01  -5.74113069E-05  1.08491254E-06  3.58231569E-05  1.31391699E-07
4.26592872E-03  8.85528346E-01  -5.74022774E-05  1.08478940E-06  3.57389192E-05  1.31213362E-07
4.27091532E-03  8.85662439E-01  -5.73932430E-05  1.08466646E-06  3.56548964E-05  1.31035356E-07
4.27590459E-03  8.85796298E-01  -5.73842035E-05  1.08454375E-06  3.55710851E-05  1.30857673E-07
4.28089710E-03  8.85929939E-01  -5.73751580E-05  1.08442123E-06  3.54874756E-05  1.30680293E-07
4.28589337E-03  8.86063375E-01  -5.73661053E-05  1.08429889E-06  3.54040587E-05  1.30503197E-07
4.29089250E-03  8.86196585E-01  -5.73570474E-05  1.08417677E-06  3.53208492E-05  1.30326415E-07
4.29589427E-03  8.86329561E-01  -5.73479845E-05  1.08405485E-06  3.52378504E-05  1.30149956E-07
4.30089860E-03  8.86462304E-01  -5.73389168E-05  1.08393315E-06  3.51550633E-05  1.29973822E-07
4.30590655E-03  8.86594842E-01  -5.73298425E-05  1.08381164E-06  3.50724698E-05  1.29797974E-07
4.31091739E-03  8.86727156E-01  -5.73207629E-05  1.08369033E-06  3.49900818E-05  1.29622438E-07
4.31593179E-03  8.86859264E-01  -5.73116768E-05  1.08356921E-06  3.49078879E-05  1.29447190E-07
4.32094799E-03  8.86991121E-01  -5.73025875E-05  1.08344832E-06  3.48259165E-05  1.29272290E-07
4.32596759E-03  8.87122769E-01  -5.72934920E-05  1.08332763E-06  3.47441412E-05  1.29097684E-07
4.33099069E-03  8.87254212E-01  -5.72843902E-05  1.08320712E-06  3.46625599E-05  1.28923365E-07
4.33601599E-03  8.87385416E-01  -5.72752845E-05  1.08308683E-06  3.45811936E-05  1.28749380E-07
4.34104408E-03  8.87516398E-01  -5.72661739E-05  1.08296674E-06  3.45000321E-05  1.28575707E-07
4.34607657E-03  8.87647199E-01  -5.72570554E-05  1.08284682E-06  3.44190490E-05  1.28402290E-07
4.35111164E-03  8.87777774E-01  -5.72479325E-05  1.08272711E-06  3.43382736E-05  1.28229191E-07
4.35614889E-03  8.87908112E-01  -5.72388057E-05  1.08260762E-06  3.42577117E-05  1.28056423E-07
4.36118892E-03  8.88038229E-01  -5.72296742E-05  1.08248833E-06  3.41773534E-05  1.27883966E-07
4.36623273E-03  8.88168153E-01  -5.72205360E-05  1.08236922E-06  3.40971824E-05  1.27711784E-07
4.37128008E-03  8.88297876E-01  -5.72113918E-05  1.08225029E-06  3.40172022E-05  1.27539886E-07
4.37633046E-03  8.88427388E-01  -5.72022423E-05  1.08213156E-06  3.39374206E-05  1.27368288E-07
4.38138327E-03  8.88556673E-01  -5.71930887E-05  1.08201305E-06  3.38578466E-05  1.27197009E-07
4.38643885E-03  8.88685740E-01  -5.71839305E-05  1.08189473E-06  3.37784745E-05  1.27026039E-07
4.39149798E-03  8.88814609E-01  -5.71747663E-05  1.08177659E-06  3.36992918E-05  1.26855350E-07
4.39656033E-03  8.88943274E-01  -5.71655966E-05  1.08165865E-06  3.36203031E-05  1.26684952E-07
4.40162614E-03  8.89071740E-01  -5.71564210E-05  1.08154088E-06  3.35415046E-05  1.26514838E-07
4.40669459E-03  8.89199988E-01  -5.71472412E-05  1.08142333E-06  3.34629087E-05  1.26345034E-07
4.41176696E-03  8.89328050E-01  -5.71380547E-05  1.08130594E-06  3.33844950E-05  1.26175496E-07
4.41684128E-03  8.89455877E-01  -5.71288652E-05  1.08118877E-06  3.33062937E-05  1.26006291E-07
4.42191874E-03  8.89583500E-01  -5.71196706E-05  1.08107180E-06  3.32282861E-05  1.25837378E-07
4.42699982E-03  8.89710932E-01  -5.71104699E-05  1.08095500E-06  3.31504645E-05  1.25668740E-07
4.43208364E-03  8.89838150E-01  -5.71012649E-05  1.08083840E-06  3.30728420E-05  1.25500407E-07
4.43717058E-03  8.89965165E-01  -5.70920548E-05  1.08072199E-06  3.29954123E-05  1.25332364E-07
4.44226051E-03  8.90091975E-01  -5.70828400E-05  1.08060577E-06  3.29181772E-05  1.25164617E-07
4.44735373E-03  8.90218586E-01  -5.70736198E-05  1.08048973E-06  3.28411317E-05  1.24997153E-07
4.45245016E-03  8.90344999E-01  -5.70643945E-05  1.08037388E-06  3.27642767E-05  1.24829977E-07
4.45754919E-03  8.90471198E-01  -5.70551652E-05  1.08025824E-06  3.26876211E-05  1.24663106E-07
4.46265220E-03  8.90597217E-01  -5.70459294E-05  1.08014275E-06  3.26111438E-05  1.24496496E-07
4.46775766E-03  8.90723021E-01  -5.70366900E-05  1.08002748E-06  3.25348672E-05  1.24330196E-07
4.47286608E-03  8.90848621E-01  -5.70274459E-05  1.07991239E-06  3.24587835E-05  1.24164189E-07
4.47797813E-03  8.90974035E-01  -5.70181961E-05  1.07979748E-06  3.23828823E-05  1.23998452E-07
4.48309276E-03  8.91099237E-01  -5.70089424E-05  1.07968276E-06  3.23071789E-05  1.23833019E-07
4.48821033E-03  8.91224238E-01  -5.69996842E-05  1.07956823E-06  3.22316673E-05  1.23667878E-07
4.49333175E-03  8.91349059E-01  -5.69904200E-05  1.07945388E-06  3.21563343E-05  1.23503000E-07
4.49845530E-03  8.91473660E-01  -5.69811527E-05  1.07933973E-06  3.20812043E-05  1.23338438E-07
4.50358208E-03  8.91598067E-01  -5.69718806E-05  1.07922576E-06  3.20062609E-05  1.23174156E-07
4.50871296E-03  8.91722302E-01  -5.69626019E-05  1.07911196E-06  3.19314912E-05  1.23010128E-07
4.51384597E-03  8.91846319E-01  -5.69533203E-05  1.07899836E-06  3.18569234E-05  1.22846415E-07
4.51898247E-03  8.91970150E-01  -5.69440334E-05  1.07888493E-06  3.17825376E-05  1.22682973E-07
4.52412173E-03  8.92093778E-01  -5.69347425E-05  1.07877170E-06  3.17083437E-05  1.22519825E-07
4.52926394E-03  8.92217209E-01  -5.69254473E-05  1.07865865E-06  3.16343388E-05  1.22356964E-07
4.53441048E-03  8.92340476E-01  -5.69161453E-05  1.07854576E-06  3.15605027E-05  1.22194347E-07
4.53955994E-03  8.92463545E-01  -5.69068390E-05  1.07843305E-06  3.14868553E-05  1.22032017E-07
4.54471228E-03  8.92586417E-01  -5.68975286E-05  1.07832054E-06  3.14133969E-05  1.21869976E-07
4.54986723E-03  8.92709085E-01  -5.68882146E-05  1.07820821E-06  3.13401308E-05  1.21708230E-07
4.55502447E-03  8.92831543E-01  -5.68788976E-05  1.07809608E-06  3.12670610E-05  1.21546790E-07
4.56018597E-03  8.92953837E-01  -5.68695740E-05  1.07798411E-06  3.11941593E-05  1.21385593E-07
4.56535041E-03  8.93075937E-01  -5.68602463E-05  1.07787232E-06  3.11214444E-05  1.21224681E-07
4.57051788E-03  8.93197845E-01  -5.68509142E-05  1.07776072E-06  3.10489142E-05  1.21064049E-07
4.57568880E-03  8.93319572E-01  -5.68415772E-05  1.07764928E-06  3.09765627E-05  1.20903685E-07
4.58086278E-03  8.93441110E-01  -5.68322358E-05  1.07753803E-06  3.09043949E-05  1.20743599E-07
4.58604029E-03  8.93562468E-01  -5.68228893E-05  1.07742694E-06  3.08324041E-05  1.20583778E-07
4.59122113E-03  8.93683645E-01  -5.68135380E-05  1.07731603E-06  3.07605925E-05  1.20424226E-07
4.59640421E-03  8.93804613E-01  -5.68041839E-05  1.07720532E-06  3.06889750E-05  1.20264978E-07
4.60159089E-03  8.93925406E-01  -5.67948246E-05  1.07709477E-06  3.06175323E-05  1.20105989E-07
4.60678026E-03  8.94046004E-01  -5.67854618E-05  1.07698441E-06  3.05462766E-05  1.19947288E-07
4.61197402E-03  8.94166445E-01  -5.67760924E-05  1.07687420E-06  3.04751843E-05  1.19788823E-07
4.61717041E-03  8.94286689E-01  -5.67667196E-05  1.07676418E-06  3.04042791E-05  1.19630646E-07
4.62236996E-03  8.94406750E-01  -5.67573425E-05  1.07665433E-06  3.03335536E-05  1.19472742E-07
4.62757289E-03  8.94526632E-01  -5.67479606E-05  1.07654466E-06  3.02630042E-05  1.19315102E-07
4.63277862E-03  8.94646324E-01  -5.67385751E-05  1.07643516E-06  3.01926384E-05  1.19157744E-07
4.63798856E-03  8.94765857E-01  -5.67291835E-05  1.07632582E-06  3.01224370E-05  1.19000626E-07
4.64320098E-03  8.94885192E-01  -5.67197887E-05  1.07621666E-06  3.00524228E-05  1.18843797E-07
4.64841621E-03  8.95004338E-01  -5.67103904E-05  1.07610769E-06  2.99825911E-05  1.18687249E-07
4.65363504E-03  8.95123314E-01  -5.67009871E-05  1.07599888E-06  2.99129308E-05  1.18530957E-07
4.65885658E-03  8.95242098E-01  -5.66915803E-05  1.07589025E-06  2.98434535E-05  1.18374947E-07
4.66408216E-03  8.95360722E-01  -5.66821678E-05  1.07578178E-06  2.97741413E-05  1.18219179E-07
4.66931036E-03  8.95479154E-01  -5.66727521E-05  1.07567349E-06  2.97050126E-05  1.18063695E-07
4.67454191E-03  8.95597411E-01  -5.66633319E-05  1.07556537E-06  2.96360572E-05  1.17908472E-07
4.67977713E-03  8.95715501E-01  -5.66539067E-05  1.07545741E-06  2.95672708E-05  1.17753500E-07
4.68501498E-03  8.95833401E-01  -5.66444782E-05  1.07534963E-06  2.94986666E-05  1.17598811E-07
4.69025665E-03  8.95951138E-01  -5.66350445E-05  1.07524201E-06  2.94302287E-05  1.17444369E-07
4.69550075E-03  8.96068680E-01  -5.66256080E-05  1.07513457E-06  2.93619748E-05  1.17290212E-07
4.70074848E-03  8.96186057E-01  -5.66161667E-05  1.07502730E-06  2.92938891E-05  1.17136308E-07
4.70599914E-03  8.96303251E-01  -5.66067216E-05  1.07492020E-06  2.92259800E-05  1.16982674E-07
4.71125278E-03  8.96420265E-01  -5.65972729E-05  1.07481327E-06  2.91582468E-05  1.16829309E-07
4.71650954E-03  8.96537103E-01  -5.65878202E-05  1.07470651E-06  2.90906870E-05  1.16676208E-07
4.72176947E-03  8.96653766E-01  -5.65783635E-05  1.07459992E-06  2.90233000E-05  1.16523371E-07
4.72703353E-03  8.96770275E-01  -5.65689011E-05  1.07449349E-06  2.89560729E-05  1.16370768E-07
4.73230041E-03  8.96886603E-01  -5.65594353E-05  1.07438722E-06  2.88890221E-05  1.16218436E-07
4.73757018E-03  8.97002750E-01  -5.65499660E-05  1.07428113E-06  2.88221464E-05  1.16066374E-07
4.74284407E-03  8.97118745E-01  -5.65404911E-05  1.07417519E-06  2.87554300E-05  1.15914545E-07
4.74812021E-03  8.97234547E-01  -5.65310139E-05  1.07406943E-06  2.86888958E-05  1.15763003E-07
4.75339955E-03  8.97350177E-01  -5.65215327E-05  1.07396384E-06  2.86225319E-05  1.15611720E-07
4.75868217E-03  8.97465637E-01  -5.65120474E-05  1.07385841E-06  2.85563366E-05  1.15460693E-07
4.76396886E-03  8.97580945E-01  -5.65025566E-05  1.07375313E-06  2.84902999E-05  1.15309899E-07
4.76925798E-03  8.97696066E-01  -5.64930633E-05  1.07364803E-06  2.84244417E-05  1.15159385E-07
4.77455097E-03  8.97811030E-01  -5.64835648E-05  1.07354308E-06  2.83587440E-05  1.15009108E-07
4.77984711E-03  8.97925824E-01  -5.64740626E-05  1.07343830E-06  2.82932151E-05  1.14859090E-07
4.78514594E-03  8.98040438E-01  -5.64645573E-05  1.07333369E-06  2.82278605E-05  1.14709342E-07
4.79044839E-03  8.98154892E-01  -5.64550475E-05  1.07322924E-06  2.81626683E-05  1.14559838E-07
4.79575459E-03  8.98269188E-01  -5.64455328E-05  1.07312494E-06  2.80976367E-05  1.14410574E-07
4.80106379E-03  8.98383312E-01  -5.64360146E-05  1.07302081E-06  2.80327745E-05  1.14261571E-07
4.80637618E-03  8.98497269E-01  -5.64264926E-05  1.07291684E-06  2.79680789E-05  1.14112822E-07
4.81169192E-03  8.98611060E-01  -5.64169665E-05  1.07281303E-06  2.79035477E-05  1.13964322E-07
4.81701129E-03  8.98724694E-01  -5.64074359E-05  1.07270938E-06  2.78391771E-05  1.13816064E-07
4.82233269E-03  8.98838137E-01  -5.63979035E-05  1.07260591E-06  2.77749863E-05  1.13668092E-07
4.82765817E-03  8.98951431E-01  -5.63883659E-05  1.07250258E-06  2.77109499E-05  1.13520347E-07
4.83298801E-03  8.99064585E-01  -5.63788223E-05  1.07239939E-06  2.76470643E-05  1.13372822E-07
4.83832089E-03  8.99177569E-01  -5.63692754E-05  1.07229637E-06  2.75833454E-05  1.13225554E-07
4.84365686E-03  8.99290386E-01  -5.63597249E-05  1.07219351E-06  2.75197918E-05  1.13078540E-07
4.84899580E-03  8.99403034E-01  -5.63501711E-05  1.07209081E-06  2.74564047E-05  1.12931783E-07
4.85433815E-03  8.99515521E-01  -5.63406132E-05  1.07198827E-06  2.73931785E-05  1.12785270E-07
4.85968374E-03  8.99627845E-01  -5.63310516E-05  1.07188589E-06  2.73301149E-05  1.12639006E-07
4.86503315E-03  8.99740018E-01  -5.63214852E-05  1.07178366E-06  2.72672068E-05  1.12492974E-07
4.87038520E-03  8.99852017E-01  -5.63119162E-05  1.07168160E-06  2.72044677E-05  1.12347207E-07
4.87574117E-03  8.99963867E-01  -5.63023421E-05  1.07157968E-06  2.71418821E-05  1.12201668E-07
4.88109930E-03  9.00075533E-01  -5.62927664E-05  1.07147794E-06  2.70794703E-05  1.12056406E-07
4.88646151E-03  9.00187056E-01  -5.62831854E-05  1.07137634E-06  2.70172095E-05  1.11911367E-07
4.89182663E-03  9.00298410E-01  -5.62736013E-05  1.07127491E-06  2.69551131E-05  1.11766583E-07
4.89719525E-03  9.00409610E-01  -5.62640131E-05  1.07117363E-06  2.68931737E-05  1.11622037E-07
4.90256630E-03  9.00520632E-01  -5.62544227E-05  1.07107252E-06  2.68314035E-05  1.11477759E-07
4.90794148E-03  9.00631513E-01  -5.62448271E-05  1.07097154E-06  2.67697825E-05  1.11333701E-07
4.91332031E-03  9.00742243E-01  -5.62352271E-05  1.07087072E-06  2.67083159E-05  1.11189876E-07
4.91870234E-03  9.00852813E-01  -5.62256235E-05  1.07077006E-06  2.66470085E-05  1.11046296E-07
4.92408743E-03  9.00963220E-01  -5.62160167E-05  1.07066955E-06  2.65858615E-05  1.10902965E-07
4.92947649E-03  9.01073484E-01  -5.62064050E-05  1.07056918E-06  2.65248643E-05  1.10759856E-07
4.93486768E-03  9.01183567E-01  -5.61967916E-05  1.07046899E-06  2.64640374E-05  1.10617020E-07
4.94026315E-03  9.01293514E-01  -5.61871729E-05  1.07036894E-06  2.64033560E-05  1.10474398E-07
4.94566212E-03  9.01403308E-01  -5.61775501E-05  1.07026903E-06  2.63428288E-05  1.10332010E-07
4.95106462E-03  9.01512952E-01  -5.61679232E-05  1.07016927E-06  2.62824550E-05  1.10189856E-07
4.95646982E-03  9.01622427E-01  -5.61582938E-05  1.07006968E-06  2.62222436E-05  1.10047957E-07
4.96187951E-03  9.01731772E-01  -5.61486586E-05  1.06997021E-06  2.61621744E-05  1.09906265E-07
4.96729089E-03  9.01840929E-01  -5.61390227E-05  1.06987093E-06  2.61022778E-05  1.09764854E-07
4.97270708E-03  9.01949962E-01  -5.61293805E-05  1.06977177E-06  2.60425194E-05  1.09623641E-07
4.97812600E-03  9.02058830E-01  -5.61197357E-05  1.06967278E-06  2.59829214E-05  1.09482680E-07
4.98354886E-03  9.02167556E-01  -5.61100861E-05  1.06957392E-06  2.59234705E-05  1.09341940E-07
4.98897439E-03  9.02276117E-01  -5.61004341E-05  1.06947523E-06  2.58641799E-05  1.09201452E-07
4.99440334E-03  9.02384526E-01  -5.60907784E-05  1.06937668E-06  2.58050415E-05  1.09061198E-07
4.99983548E-03  9.02492781E-01  -5.60811193E-05  1.06927829E-06  2.57460571E-05  1.08921181E-07
5.00527138E-03  9.02600893E-01  -5.60714558E-05  1.06918003E-06  2.56872202E-05  1.08781388E-07
5.01070944E-03  9.02708829E-01  -5.60617907E-05  1.06908195E-06  2.56285480E-05  1.08641859E-07
5.01615208E-03  9.02816640E-01  -5.60521199E-05  1.06898400E-06  2.55700138E-05  1.08502531E-07
5.02159830E-03  9.02924304E-01  -5.60424452E-05  1.06888619E-06  2.55116282E-05  1.08363431E-07
5.02704728E-03  9.03031806E-01  -5.60327678E-05  1.06878853E-06  2.54533996E-05  1.08224577E-07
5.03249898E-03  9.03139147E-01  -5.60230880E-05  1.06869104E-06  2.53953280E-05  1.08085971E-07
5.03795490E-03  9.03246354E-01  -5.60134030E-05  1.06859368E-06  2.53373971E-05  1.07947574E-07
5.04341368E-03  9.03353403E-01  -5.60037154E-05  1.06849647E-06  2.52796212E-05  1.07809421E-07
5.04887524E-03  9.03460293E-01  -5.59940253E-05  1.06839942E-06  2.52220005E-05  1.07671512E-07
5.05434086E-03  9.03567047E-01  -5.59843303E-05  1.06830250E-06  2.51645212E-05  1.07533815E-07
5.05981068E-03  9.03673670E-01  -5.59746303E-05  1.06820572E-06  2.51071816E-05  1.07396327E-07
5.06528357E-03  9.03780139E-01  -5.59649272E-05  1.06810908E-06  2.50499934E-05  1.07259075E-07
5.07076032E-03  9.03886471E-01  -5.59552198E-05  1.06801259E-06  2.49929478E-05  1.07122038E-07
5.07623921E-03  9.03992632E-01  -5.59455110E-05  1.06791626E-06  2.49360624E-05  1.06985261E-07
5.08172214E-03  9.04098659E-01  -5.59357974E-05  1.06782006E-06  2.48793172E-05  1.06848694E-07
5.08720944E-03  9.04204559E-01  -5.59260786E-05  1.06772399E-06  2.48227084E-05  1.06712329E-07
5.09269974E-03  9.04310306E-01  -5.59163569E-05  1.06762807E-06  2.47662499E-05  1.06576200E-07
5.09819290E-03  9.04415898E-01  -5.59066326E-05  1.06753230E-06  2.47099428E-05  1.06440309E-07
5.10368929E-03  9.04521341E-01  -5.58969051E-05  1.06743668E-06  2.46537828E-05  1.06304648E-07
5.10918920E-03  9.04626643E-01  -5.58871739E-05  1.06734120E-06  2.45977668E-05  1.06169209E-07
5.11469266E-03  9.04731803E-01  -5.58774388E-05  1.06724586E-06  2.45418940E-05  1.06033990E-07
5.12019935E-03  9.04836815E-01  -5.58677005E-05  1.06715067E-06  2.44861674E-05  1.05898999E-07
5.12571074E-03  9.04941709E-01  -5.58579564E-05  1.06705559E-06  2.44305718E-05  1.05764199E-07
5.13122468E-03  9.05046444E-01  -5.58482103E-05  1.06696067E-06  2.43751286E-05  1.05629644E-07
5.13674187E-03  9.05151032E-01  -5.58384609E-05  1.06686590E-06  2.43198304E-05  1.05495314E-07
5.14226247E-03  9.05255478E-01  -5.58287081E-05  1.06677127E-06  2.42646753E-05  1.05361206E-07
5.14778668E-03  9.05359785E-01  -5.58189514E-05  1.06667677E-06  2.42096607E-05  1.05227315E-07
5.15331399E-03  9.05463945E-01  -5.58091918E-05  1.06658242E-06  2.41547918E-05  1.05093652E-07
5.15884497E-03  9.05567968E-01  -5.57994282E-05  1.06648821E-06  2.41000623E-05  1.04960204E-07
