rho             ne              v_phi           Te              E_rho	        Psi
0.0000000E+00	2.1328081E-01	0.0000000E+00	1.0000000E-06	0.0000000E+00	7.5743946E-07
5.0000000E-06	2.1329886E-01	-4.4994601E-10	1.0000600E-06	1.9667732E-06	7.5743410E-07
1.0000000E-05	2.1335319E-01	-3.5982727E-09	1.0002399E-06	3.9334061E-06	7.5741885E-07
1.5000000E-05	2.1344380E-01	-1.2136890E-08	1.0005394E-06	5.8997627E-06	7.5739378E-07
2.0000000E-05	2.1357068E-01	-2.8744794E-08	1.0009582E-06	7.8657069E-06	7.5735887E-07
2.5000000E-05	2.1373380E-01	-5.6081680E-08	1.0014955E-06	9.8311028E-06	7.5731414E-07
3.0000000E-05	2.1393313E-01	-9.6781637E-08	1.0021507E-06	1.1795815E-05	7.5725958E-07
3.5000000E-05	2.1416865E-01	-1.5344695E-07	1.0029228E-06	1.3759706E-05	7.5719520E-07
4.0000000E-05	2.1444032E-01	-2.2864204E-07	1.0038107E-06	1.5722643E-05	7.5712100E-07
4.5000000E-05	2.1474808E-01	-3.2488756E-07	1.0048131E-06	1.7684489E-05	7.5703699E-07
5.0000000E-05	2.1509188E-01	-4.4465469E-07	1.0059287E-06	1.9645109E-05	7.5694318E-07
5.5000000E-05	2.1547168E-01	-5.9035961E-07	1.0071557E-06	2.1604368E-05	7.5683957E-07
6.0000000E-05	2.1588740E-01	-7.6435821E-07	1.0084927E-06	2.3562131E-05	7.5672616E-07
6.5000000E-05	2.1633898E-01	-9.6894106E-07	1.0099375E-06	2.5518265E-05	7.5660297E-07
7.0000000E-05	2.1682633E-01	-1.2063287E-06	1.0114883E-06	2.7472634E-05	7.5647000E-07
7.5000000E-05	2.1734939E-01	-1.4786669E-06	1.0131429E-06	2.9425105E-05	7.5632727E-07
8.0000000E-05	2.1790805E-01	-1.7880229E-06	1.0148990E-06	3.1375546E-05	7.5617478E-07
8.5000000E-05	2.1850224E-01	-2.1363811E-06	1.0167542E-06	3.3323821E-05	7.5601254E-07
9.0000000E-05	2.1913184E-01	-2.5256396E-06	1.0187061E-06	3.5269800E-05	7.5584057E-07
9.5000000E-05	2.1979675E-01	-2.9576072E-06	1.0207519E-06	3.7213350E-05	7.5565888E-07
1.0000000E-04	2.2049687E-01	-3.4340002E-06	1.0228889E-06	3.9154338E-05	7.5546747E-07
1.0500000E-04	2.2123208E-01	-3.9564397E-06	1.0251144E-06	4.1092635E-05	7.5526637E-07
1.1000000E-04	2.2200225E-01	-4.5264499E-06	1.0274254E-06	4.3028108E-05	7.5505558E-07
1.1500000E-04	2.2280726E-01	-5.1454557E-06	1.0298189E-06	4.4960628E-05	7.5483512E-07
1.2000000E-04	2.2364698E-01	-5.8147813E-06	1.0322917E-06	4.6890064E-05	7.5460501E-07
1.2500000E-04	2.2452125E-01	-6.5356492E-06	1.0348409E-06	4.8816289E-05	7.5436527E-07
1.3000000E-04	2.2542995E-01	-7.3091788E-06	1.0374630E-06	5.0739172E-05	7.5411589E-07
1.3500000E-04	2.2637292E-01	-8.1363864E-06	1.0401550E-06	5.2658587E-05	7.5385692E-07
1.4000000E-04	2.2735001E-01	-9.0181846E-06	1.0429134E-06	5.4574406E-05	7.5358836E-07
1.4500000E-04	2.2836105E-01	-9.9553826E-06	1.0457349E-06	5.6486501E-05	7.5331022E-07
