,rho,ne,v_phi,Te,E_rho
342,0.00171,0.93139847,-0.00036905883,1.0247977e-06,0.00025008199999999794
343,0.001715,0.93252258,-0.00036840014,1.0240717e-06,0.000249692000000002
344,0.00172,0.9336379,-0.00036773795,1.0233507e-06,0.00024930399999999214
345,0.001725,0.93474448,-0.00036707231,1.0226346e-06,0.00024891000000000285
346,0.00173,0.93584237,-0.00036640329,1.0219236e-06,0.00024851399999999574
347,0.001735,0.93693162,-0.00036573093,1.0212175e-06,0.0002481179999999992
348,0.00174,0.93801227,-0.00036505529,1.0205163e-06,0.00024771799999999877
349,0.001745,0.93908437,-0.00036437643,1.01982e-06,0.0002473179999999983
350,0.00175,0.94014796,-0.0003636944,1.0191286e-06,0.00024691400000000454
351,0.001755,0.94120311,-0.00036300925,1.0184421e-06,0.0002465059999999962
352,0.00176,0.94224984,-0.00036232103,1.0177605e-06,0.00024610000000000577
353,0.001765,0.94328822,-0.0003616298,1.0170837e-06,0.0002456899999999902
354,0.00177,0.94431828,-0.00036093561,1.0164117e-06,0.0002452760000000025
355,0.001775,0.94534007,-0.00036023851,1.0157445e-06,0.0002448640000000009
356,0.00178,0.94635365,-0.00035953855,1.015082e-06,0.00024444600000000927
357,0.001785,0.94735906,-0.00035883578,1.0144244e-06,0.00024402799999999645
358,0.00179,0.94835634,-0.00035813025,1.0137715e-06,0.0002436100000000048
359,0.001795,0.94934555,-0.000357422,1.0131233e-06,0.000243186000000002
360,0.0018,0.95032672,-0.00035671109,1.0124798e-06,0.00024276399999999585
361,0.001805,0.95129992,-0.00035599756,1.0118409e-06,0.00024233799999999638
362,0.00181,0.95226517,-0.00035528146,1.0112068e-06,0.00024191000000000024
363,0.001815,0.95322254,-0.00035456284,1.0105773e-06,0.00024147999999999685
364,0.00182,0.95417206,-0.00035384175,1.0099524e-06,0.00024105000000000404
365,0.001825,0.95511378,-0.00035311822,1.0093321e-06,0.00024061599999999672
366,0.00183,0.95604776,-0.00035239231,1.0087164e-06,0.00024018399999999664
367,0.001835,0.95697403,-0.00035166405,1.0081052e-06,0.00023974600000000658
368,0.00184,0.95789264,-0.0003509335,1.0074986e-06,0.00023930799999999534
369,0.001845,0.95880363,-0.0003502007,1.0068966e-06,0.00023887000000000528
370,0.00185,0.95970706,-0.00034946569,1.006299e-06,0.0002384279999999901
371,0.001855,0.96060297,-0.00034872851,1.0057059e-06,0.0002379860000000067
372,0.00186,0.96149141,-0.0003479892,1.0051173e-06,0.0002375419999999949
373,0.001865,0.96237242,-0.00034724782,1.0045331e-06,0.00023709600000000725
374,0.00187,0.96324604,-0.00034650439,1.0039533e-06,0.00023664999999999906
375,0.001875,0.96411232,-0.00034575897,1.003378e-06,0.0002362000000000078
376,0.00188,0.96497131,-0.00034501159,1.002807e-06,0.00023574999999999538
377,0.001885,0.96582305,-0.00034426229,1.0022404e-06,0.00023530000000000415
378,0.00189,0.96666759,-0.00034351111,1.0016781e-06,0.00023484599999999838
379,0.001895,0.96750496,-0.00034275809,1.0011202e-06,0.00023439199999999264
380,0.0019,0.96833523,-0.00034200327,1.0005666e-06,0.0002339360000000008
381,0.001905,0.96915842,-0.00034124669,1.0000172e-06,0.00023347999999999837
382,0.00191,0.96997459,-0.00034048839,9.9947213e-07,0.00023302000000000262
383,0.001915,0.97078377,-0.0003397284,9.9893128e-07,0.00023256200000000354
384,0.00192,0.97158602,-0.00033896676,9.9839466e-07,0.0002321019999999972
385,0.001925,0.97238138,-0.00033820352,9.9786224e-07,0.0002316379999999975
386,0.00193,0.97316988,-0.0003374387,9.97334e-07,0.0002311759999999945
387,0.001935,0.97395158,-0.00033667234,9.9680993e-07,0.00023071200000000542
388,0.00194,0.97472652,-0.00033590448,9.9629e-07,0.00023024599999999849
389,0.001945,0.97549473,-0.00033513515,9.9577419e-07,0.0002297800000000121
390,0.00195,0.97625627,-0.00033436439,9.9526249e-07,0.00022931199999999853
391,0.001955,0.97701118,-0.00033359223,9.9475487e-07,0.000228843999999985
392,0.00196,0.97775949,-0.00033281871,9.9425131e-07,0.0002283720000000079
393,0.001965,0.97850126,-0.00033204386,9.937518e-07,0.00022790199999998784
394,0.00197,0.97923652,-0.00033126772,9.9325631e-07,0.00022743000000001066
395,0.001975,0.97996532,-0.00033049031,9.9276483e-07,0.00022695799999999401
396,0.00198,0.9806877,-0.00032971168,9.9227733e-07,0.0002264840000000095
397,0.001985,0.9814037,-0.00032893185,9.917938e-07,0.00022600800000000863
398,0.00199,0.98211336,-0.00032815085,9.9131421e-07,0.00022553199999998818
399,0.001995,0.98281672,-0.00032736872,9.9083855e-07,0.00022505600000000687
400,0.002,0.98351383,-0.0003265855,9.9036679e-07,0.00022457799999998985
401,0.002005,0.98420473,-0.0003258012,9.8989892e-07,0.0002241000000000118
402,0.00201,0.98488945,-0.00032501586,9.8943491e-07,0.0002236199999999876
403,0.002015,0.98556804,-0.00032422952,9.8897476e-07,0.00022314000000001277
404,0.00202,0.98624054,-0.0003234422,9.8851843e-07,0.00022265799999999199
405,0.002025,0.986907,-0.00032265393,9.8806591e-07,0.0002221780000000065
406,0.00203,0.98756744,-0.00032186474,9.8761718e-07,0.00022169399999998914
407,0.002035,0.98822191,-0.00032107466,9.8717222e-07,0.00022121000000001025
408,0.00204,0.98887045,-0.00032028372,9.8673101e-07,0.00022072599999999295
409,0.002045,0.9895131,-0.00031949195,9.8629353e-07,0.00022024200000000338
410,0.00205,0.99014991,-0.00031869938,9.8585977e-07,0.00021975599999998953
411,0.002055,0.9907809,-0.00031790603,9.854297e-07,0.00021927000000001378
412,0.00206,0.99140612,-0.00031711194,9.850033e-07,0.00021878399999998943
413,0.002065,0.99202561,-0.00031631712,9.8458055e-07,0.00021829400000000968
414,0.00207,0.9926394,-0.00031552162,9.8416145e-07,0.00021780800000000428
415,0.002075,0.99324754,-0.00031472544,9.8374596e-07,0.0002173179999999867
416,0.00208,0.99385006,-0.00031392863,9.8333407e-07,0.00021682800000001742
417,0.002085,0.994447,-0.00031313121,9.8292576e-07,0.00021633999999998602
418,0.00209,0.99503841,-0.0003123332,9.82521e-07,0.0002158480000000094
419,0.002095,0.99562431,-0.00031153462,9.821198e-07,0.000215357999999992
420,0.0021,0.99620475,-0.00031073552,9.8172211e-07,0.00021486400000000802
421,0.002105,0.99677976,-0.0003099359,9.8132793e-07,0.0002143739999999907
422,0.00211,0.99734938,-0.00030913579,9.8093724e-07,0.00021388200000000332
423,0.002115,0.99791366,-0.00030833523,9.8055001e-07,0.00021338799999999275
424,0.00212,0.99847261,-0.00030753423,9.8016624e-07,0.00021289400000000863
425,0.002125,0.99902629,-0.00030673282,9.7978589e-07,0.00021239999999998754
426,0.00213,0.99957472,-0.00030593102,9.7940896e-07,0.00021190600000001392
427,0.002135,1.000118,-0.00030512885,9.7903543e-07,0.00021140999999998567
428,0.00214,1.000656,-0.00030432635,9.7866527e-07,0.00021091600000001196
429,0.002145,1.0011889,-0.00030352352,9.7829847e-07,0.0002104199999999944
430,0.00215,1.0017168,-0.00030272041,9.77935e-07,0.00020992400000000274
431,0.002155,1.0022395,-0.00030191702,9.7757487e-07,0.00020942800000001401
432,0.00216,1.0027573,-0.00030111338,9.7721803e-07,0.000208931999999986
433,0.002165,1.00327,-0.00030030951,9.7686449e-07,0.00020843400000000815
434,0.00217,1.0037778,-0.00029950544,9.7651421e-07,0.0002079379999999908
435,0.002175,1.0042807,-0.00029870118,9.7616718e-07,0.0002074380000000056
436,0.00218,1.0047787,-0.00029789676,9.7582339e-07,0.00020694199999998834
437,0.002185,1.0052719,-0.0002970922,9.7548281e-07,0.00020644400000001032
438,0.00219,1.0057602,-0.00029628752,9.7514544e-07,0.00020594599999999646
439,0.002195,1.0062437,-0.00029548274,9.7481124e-07,0.0002054460000000005
440,0.0022,1.0067225,-0.00029467788,9.7448021e-07,0.000204949999999994
441,0.002205,1.0071966,-0.00029387296,9.7415232e-07,0.00020444800000001188
442,0.00221,1.007666,-0.00029306801,9.7382756e-07,0.00020394999999998764
443,0.002215,1.0081307,-0.00029226304,9.7350592e-07,0.00020345200000000934
444,0.00222,1.0085909,-0.00029145807,9.7318737e-07,0.0002029519999999885
445,0.002225,1.0090464,-0.00029065312,9.7287189e-07,0.00020245200000001346
446,0.00223,1.0094974,-0.00028984821,9.7255948e-07,0.00020195199999998212
447,0.002235,1.0099439,-0.00028904336,9.7225011e-07,0.00020145200000001759
448,0.00224,1.0103859,-0.00028823859,9.7194377e-07,0.00020095400000000042
449,0.002245,1.0108235,-0.00028743392,9.7164044e-07,0.0002004519999999937
450,0.00225,1.0112566,-0.00028662936,9.713401e-07,0.00019995200000000787
451,0.002255,1.0116854,-0.00028582494,9.7104274e-07,0.00019945199999998734
452,0.00226,1.0121098,-0.00028502067,9.7074834e-07,0.00019895400000000867
453,0.002265,1.0125298,-0.00028421657,9.7045688e-07,0.00019845199999999155
454,0.00227,1.0129456,-0.00028341266,9.7016835e-07,0.00019795200000001612
455,0.002275,1.0133571,-0.00028260895,9.6988273e-07,0.00019744999999998848
456,0.00228,1.0137644,-0.00028180547,9.6960001e-07,0.00019695200000000964
457,0.002285,1.0141675,-0.00028100222,9.6932016e-07,0.00019645199999998936
458,0.00229,1.0145664,-0.00028019924,9.6904317e-07,0.0001959500000000065
459,0.002295,1.0149612,-0.00027939653,9.6876903e-07,0.00019544999999998632
460,0.0023,1.0153518,-0.00027859411,9.6849772e-07,0.0001949520000000073
461,0.002305,1.0157384,-0.00027779199,9.6822923e-07,0.00019444999999999052
462,0.00231,1.0161209,-0.0002769902,9.6796353e-07,0.00019395000000001474
463,0.002315,1.0164995,-0.00027618875,9.6770061e-07,0.00019345200000000818
464,0.00232,1.016874,-0.00027538765,9.6744046e-07,0.00019294999999999154
465,0.002325,1.0172446,-0.00027458693,9.6718306e-07,0.00019245000000000503
466,0.00233,1.0176112,-0.00027378659,9.669284e-07,0.00019195199999999242
467,0.002335,1.0179739,-0.00027298665,9.6667645e-07,0.00019145200000000582
468,0.00234,1.0183328,-0.00027218714,9.6642721e-07,0.0001909539999999933
469,0.002345,1.0186878,-0.00027138805,9.6618065e-07,0.00019045200000000995
470,0.00235,1.019039,-0.00027058941,9.6593677e-07,0.00018995599999998357
471,0.002355,1.0193865,-0.00026979124,9.6569555e-07,0.00018945400000001074
472,0.00236,1.0197301,-0.00026899354,9.6545697e-07,0.00018895799999999504
473,0.002365,1.02007,-0.00026819633,9.6522101e-07,0.00018845800000000818
474,0.00237,1.0204063,-0.00026739963,9.6498767e-07,0.00018795999999998532
475,0.002375,1.0207388,-0.00026660344,9.6475692e-07,0.00018746200000000564
476,0.00238,1.0210677,-0.0002658078,9.6452875e-07,0.00018696399999999343
477,0.002385,1.021393,-0.0002650127,9.6430316e-07,0.00018646800000001034
478,0.00239,1.0217147,-0.00026421816,9.6408011e-07,0.00018596799999999098
479,0.002395,1.0220328,-0.00026342419,9.638596e-07,0.0001854720000000078
480,0.0024,1.0223474,-0.00026263082,9.6364161e-07,0.00018497600000000848
481,0.002405,1.0226584,-0.00026183804,9.6342613e-07,0.00018447799999998592
482,0.00241,1.022966,-0.00026104588,9.6321315e-07,0.0001839820000000132
483,0.002415,1.0232701,-0.00026025435,9.6300264e-07,0.00018348599999998738
484,0.00242,1.0235708,-0.00025946346,9.627946e-07,0.00018299200000001123
485,0.002425,1.0238681,-0.00025867322,9.62589e-07,0.00018249399999998884
486,0.00243,1.024162,-0.00025788365,9.6238584e-07,0.0001820000000000126
487,0.002435,1.0244525,-0.00025709475,9.621851e-07,0.00018150599999999423
488,0.00244,1.0247397,-0.00025630655,9.6198677e-07,0.00018101000000000008
489,0.002445,1.0250236,-0.00025551905,9.6179083e-07,0.00018051599999999236
490,0.00245,1.0253042,-0.00025473226,9.6159727e-07,0.00018002400000001261
491,0.002455,1.0255815,-0.0002539462,9.6140608e-07,0.00017952799999998716
492,0.00246,1.0258556,-0.00025316088,9.6121723e-07,0.00017903600000000733
493,0.002465,1.0261266,-0.00025237631,9.6103072e-07,0.00017854399999999647
494,0.00247,1.0263943,-0.0002515925,9.6084654e-07,0.00017805200000000596
495,0.002475,1.0266588,-0.00025080946,9.6066466e-07,0.00017755799999998793
496,0.00248,1.0269203,-0.0002500272,9.6048508e-07,0.00017706800000000461
497,0.002485,1.0271786,-0.00024924575,9.6030778e-07,0.00017657800000000587
498,0.00249,1.0274338,-0.00024846509,9.6013275e-07,0.00017608599999999522
499,0.002495,1.027686,-0.00024768526,9.5995997e-07,0.00017559600000001177
500,0.0025,1.0279351,-0.00024690625,9.5978943e-07,0.0001751039999999906
501,0.002505,1.0281812,-0.00024612808,9.5962112e-07,0.0001746180000000004
502,0.00251,1.0284244,-0.00024535076,9.5945503e-07,0.00017412799999999716
503,0.002515,1.0286645,-0.00024457429,9.5929113e-07,0.00017363800000000826
504,0.00252,1.0289017,-0.0002437987,9.5912943e-07,0.00017315199999999313
505,0.002525,1.029136,-0.00024302399,9.5896989e-07,0.00017266200000000414
506,0.00253,1.0293674,-0.00024225016,9.5881252e-07,0.0001721759999999944
507,0.002535,1.0295959,-0.00024147724,9.586573e-07,0.00017169000000000396
508,0.00254,1.0298215,-0.00024070523,9.5850421e-07,0.0001712039999999943
509,0.002545,1.0300443,-0.00023993413,9.5835325e-07,0.00017071800000000375
510,0.00255,1.0302643,-0.00023916396,9.5820439e-07,0.0001702319999999942
511,0.002555,1.0304815,-0.00023839474,9.5805763e-07,0.00016974800000000553
512,0.00256,1.0306959,-0.00023762645,9.5791296e-07,0.0001692639999999927
513,0.002565,1.0309076,-0.00023685913,9.5777035e-07,0.00016878200000000593
514,0.00257,1.0311165,-0.00023609277,9.5762981e-07,0.00016829600000001113
515,0.002575,1.0313228,-0.00023532739,9.5749131e-07,0.00016781599999999178
516,0.00258,1.0315263,-0.00023456299,9.5735485e-07,0.00016733200000000292
517,0.002585,1.0317272,-0.00023379959,9.572204e-07,0.00016685199999999422
518,0.00259,1.0319255,-0.00023303718,9.5708797e-07,0.00016637000000000723
519,0.002595,1.0321211,-0.00023227579,9.5695753e-07,0.00016588999999999333
520,0.0026,1.0323142,-0.00023151541,9.5682907e-07,0.00016541000000000822
521,0.002605,1.0325046,-0.00023075607,9.5670259e-07,0.00016493199999999107
522,0.00261,1.0326925,-0.00022999775,9.5657806e-07,0.00016445200000000587
523,0.002615,1.0328778,-0.00022924049,9.5645549e-07,0.0001639759999999908
524,0.00262,1.0330607,-0.00022848427,9.5633485e-07,0.0001634960000000108
525,0.002625,1.033241,-0.00022772911,9.5621613e-07,0.00016301999999999048
526,0.00263,1.0334189,-0.00022697503,9.5609932e-07,0.00016254400000000375
527,0.002635,1.0335942,-0.00022622202,9.5598442e-07,0.00016206999999999607
528,0.00264,1.0337672,-0.00022547009,9.558714e-07,0.00016159200000000727
529,0.002645,1.0339377,-0.00022471925,9.5576025e-07,0.00016111999999999106
530,0.00265,1.0341058,-0.00022396952,9.5565098e-07,0.00016064400000000416
531,0.002655,1.0342716,-0.00022322089,9.5554355e-07,0.0001601720000000072
532,0.00266,1.0344349,-0.00022247337,9.5543796e-07,0.0001596999999999964
533,0.002665,1.034596,-0.00022172698,9.5533421e-07,0.0001592280000000027
534,0.00267,1.0347547,-0.00022098171,9.5523227e-07,0.00015875599999999197
535,0.002675,1.034911,-0.00022023758,9.5513214e-07,0.00015828600000001076
536,0.00268,1.0350651,-0.00021949459,9.550338e-07,0.00015781599999999148
537,0.002685,1.035217,-0.00021875275,9.5493725e-07,0.0001573460000000049
538,0.00269,1.0353665,-0.00021801207,9.5484247e-07,0.00015687799999999295
539,0.002695,1.0355139,-0.00021727256,9.5474944e-07,0.00015641000000000824
540,0.0027,1.035659,-0.00021653421,9.5465817e-07,0.0001559419999999911
541,0.002705,1.0358019,-0.00021579704,9.5456864e-07,0.00015547600000000825
542,0.00271,1.0359426,-0.00021506105,9.5448084e-07,0.00015500999999999314
543,0.002715,1.0360812,-0.00021432626,9.5439475e-07,0.00015454400000000494
544,0.00272,1.0362176,-0.00021359266,9.5431037e-07,0.00015407999999999186
545,0.002725,1.0363519,-0.00021286026,9.5422768e-07,0.00015361600000000553
546,0.00273,1.0364841,-0.00021212907,9.5414667e-07,0.0001531540000000078
547,0.002735,1.0366142,-0.0002113991,9.5406734e-07,0.00015268999999999485
548,0.00274,1.0367422,-0.00021067035,9.5398967e-07,0.00015223000000000173
549,0.002745,1.0368681,-0.00020994282,9.5391366e-07,0.00015176599999999416
550,0.00275,1.036992,-0.00020921653,9.5383928e-07,0.00015130800000000822
551,0.002755,1.0371139,-0.00020849148,9.5376653e-07,0.00015084799999999407
552,0.00276,1.0372337,-0.00020776767,9.536954e-07,0.00015039000000000274
553,0.002765,1.0373516,-0.00020704511,9.5362588e-07,0.00014992999999999398
554,0.00277,1.0374675,-0.00020632381,9.5355796e-07,0.00014947400000000453
555,0.002775,1.0375814,-0.00020560377,9.5349163e-07,0.0001490159999999978
556,0.00278,1.0376933,-0.000204885,9.5342687e-07,0.00014856000000000298
557,0.002785,1.0378034,-0.0002041675,9.5336368e-07,0.00014810599999999494
558,0.00279,1.0379115,-0.00020345128,9.5330205e-07,0.0001476520000000073
559,0.002795,1.0380177,-0.00020273634,9.5324196e-07,0.0001471959999999921
560,0.0028,1.038122,-0.00020202269,9.5318341e-07,0.00014674400000000635
561,0.002805,1.0382245,-0.00020131034,9.5312639e-07,0.0001462939999999918
562,0.00281,1.0383251,-0.00020059928,9.5307088e-07,0.000145840000000004
563,0.002815,1.0384239,-0.00019988953,9.5301688e-07,0.00014539000000000747
564,0.00282,1.0385208,-0.00019918108,9.5296438e-07,0.00014493999999999304
565,0.002825,1.038616,-0.00019847395,9.5291336e-07,0.00014449000000000376
566,0.00283,1.0387093,-0.00019776814,9.5286381e-07,0.00014404399999999335
567,0.002835,1.0388009,-0.00019706364,9.5281574e-07,0.00014359400000000928
568,0.00284,1.0388907,-0.00019636048,9.5276912e-07,0.00014314799999999364
569,0.002845,1.0389788,-0.00019565865,9.5272394e-07,0.00014270200000000282
570,0.00285,1.0390651,-0.00019495816,9.5268021e-07,0.00014225599999999786
571,0.002855,1.0391497,-0.000194259,9.5263789e-07,0.0001418140000000056
572,0.00286,1.0392326,-0.0001935612,9.52597e-07,0.0001413679999999901
573,0.002865,1.0393138,-0.00019286474,9.5255752e-07,0.00014092600000000836
574,0.00287,1.0393933,-0.00019216964,9.5251943e-07,0.0001404839999999916
575,0.002875,1.0394712,-0.00019147589,9.5248273e-07,0.00014004200000000447
576,0.00288,1.0395474,-0.00019078351,9.5244741e-07,0.00013960199999999502
577,0.002885,1.039622,-0.00019009249,9.5241346e-07,0.0001391620000000045
578,0.00289,1.039695,-0.00018940285,9.5238088e-07,0.00013872399999999708
579,0.002895,1.0397663,-0.00018871458,9.5234964e-07,0.00013828400000000119
580,0.0029,1.0398361,-0.00018802769,9.5231974e-07,0.00013784800000000776
581,0.002905,1.0399043,-0.00018734218,9.5229118e-07,0.00013741199999999185
582,0.00291,1.0399709,-0.00018665806,9.5226394e-07,0.00013697600000000504
583,0.002915,1.0400359,-0.00018597532,9.5223802e-07,0.00013654199999999644
584,0.00292,1.0400994,-0.00018529399,9.5221339e-07,0.0001361060000000043
585,0.002925,1.0401614,-0.00018461404,9.5219007e-07,0.00013567399999999243
586,0.00293,1.0402219,-0.0001839355,9.5216803e-07,0.00013524200000000942
587,0.002935,1.0402809,-0.00018325837,9.5214727e-07,0.00013480999999999235
588,0.00294,1.0403383,-0.00018258264,9.5212778e-07,0.0001343800000000059
589,0.002945,1.0403943,-0.00018190832,9.5210955e-07,0.00013394999999999087
590,0.00295,1.0404489,-0.00018123542,9.5209257e-07,0.00013352200000000633
591,0.002955,1.040502,-0.00018056393,9.5207683e-07,0.00013309199999999666
592,0.00296,1.0405536,-0.00017989387,9.5206233e-07,0.00013266600000000342
593,0.002965,1.0406038,-0.00017922523,9.5204905e-07,0.0001322379999999958
594,0.00297,1.0406526,-0.00017855802,9.5203699e-07,0.00013181400000000443
595,0.002975,1.0407001,-0.00017789224,9.5202613e-07,0.00013138799999999355
596,0.00298,1.0407461,-0.00017722789,9.5201647e-07,0.00013096600000000409
597,0.002985,1.0407907,-0.00017656498,9.52008e-07,0.0001305400000000046
598,0.00299,1.040834,-0.00017590351,9.5200072e-07,0.0001301199999999944
599,0.002995,1.0408759,-0.00017524348,9.519946e-07,0.0001296980000000048
600,0.003,1.0409165,-0.00017458489,9.5198966e-07,0.0001292779999999947
601,0.003005,1.0409557,-0.00017392775,9.5198586e-07,0.000128858000000007
602,0.00301,1.0409936,-0.00017327207,9.5198322e-07,0.00012843799999999166
603,0.003015,1.0410302,-0.00017261783,9.5198171e-07,0.00012802200000000782
604,0.00302,1.0410655,-0.00017196506,9.5198134e-07,0.00012760399999999452
605,0.003025,1.0410996,-0.00017131374,9.5198209e-07,0.00012718800000000532
606,0.00303,1.0411323,-0.00017066388,9.5198395e-07,0.00012677199999999402
607,0.003035,1.0411638,-0.00017001548,9.5198692e-07,0.00012635800000000672
