radius	number_density	azimuthal_velocity	temperature	radial_electric_field
0.006225	1.0070944	-4.4025999e-06	9.9604008e-07	8.68043386124998e-06
0.00623	1.0070634	-4.3687689e-06	9.9606643e-07	8.638205990731143e-06
0.006235	1.0070325	-4.3351703e-06	9.9609264e-07	8.596172070501696e-06
0.00624	1.0070018	-4.3018028e-06	9.9611871e-07	8.554330881931126e-06
0.006245	1.0069712	-4.268665e-06	9.9614463e-07	8.512681707889746e-06
0.00625	1.0069407	-4.2357556e-06	9.961704e-07	8.471223832342683e-06
0.006255	1.0069103	-4.2030733e-06	9.9619603e-07	8.429956540345516e-06
0.00626	1.00688	-4.1706166e-06	9.9622152e-07	8.388879118039894e-06
0.006265	1.0068498	-4.1383843e-06	9.9624687e-07	8.347990852649221e-06
0.00627	1.0068198	-4.1063751e-06	9.9627207e-07	8.30729053247433e-06
0.006275	1.0067898	-4.0745876e-06	9.9629713e-07	8.26677794728763e-06
0.00628	1.00676	-4.0430205e-06	9.9632206e-07	8.226451887531018e-06
0.006285	1.0067303	-4.0116725e-06	9.9634684e-07	8.186311645108798e-06
0.00629	1.0067006	-3.9805422e-06	9.9637148e-07	8.146357012984405e-06
0.006295	1.0066711	-3.9496285e-06	9.9639598e-07	8.106586784779042e-06
0.0063	1.0066418	-3.91893e-06	9.9642034e-07	8.066999755562759e-06
0.006305	1.0066125	-3.8884454e-06	9.9644457e-07	8.027595721848656e-06
0.00631	1.0065833	-3.8581734e-06	9.9646866e-07	7.988373980794814e-06
0.006315	1.0065543	-3.8281128e-06	9.9649261e-07	7.949333330597597e-06
0.00632	1.0065253	-3.7982623e-06	9.9651642e-07	7.910473570883152e-06
0.006325	1.0064965	-3.7686207e-06	9.965401e-07	7.871793501911195e-06
0.00633	1.0064678	-3.7391866e-06	9.9656364e-07	7.83329242536243e-06
0.006335	1.0064391	-3.7099589e-06	9.9658705e-07	7.794970143938298e-06
0.00634	1.0064106	-3.6809363e-06	9.9661033e-07	7.756825460962648e-06
0.006345	1.0063822	-3.6521175e-06	9.9663347e-07	7.718857681167275e-06
0.00635	1.0063539	-3.6235014e-06	9.9665648e-07	7.681066110292697e-06
0.006355	1.0063258	-3.5950866e-06	9.9667935e-07	7.643449555084178e-06
0.00636	1.0062977	-3.5668721e-06	9.967021e-07	7.606007823680882e-06
0.006365	1.0062697	-3.5388565e-06	9.9672471e-07	7.568740224824817e-06
0.00637	1.0062419	-3.5110386e-06	9.9674719e-07	7.53164556825096e-06
0.006375	1.0062141	-3.4834173e-06	9.9676954e-07	7.494723665075507e-06
0.00638	1.0061865	-3.4559914e-06	9.9679177e-07	7.457973327006765e-06
0.006385	1.0061589	-3.4287596e-06	9.9681386e-07	7.421394367125935e-06
0.00639	1.0061315	-3.4017208e-06	9.9683582e-07	7.384985599099238e-06
0.006395	1.0061041	-3.3748738e-06	9.9685766e-07	7.348746837957508e-06
0.0064	1.0060769	-3.3482174e-06	9.9687937e-07	7.312676899309601e-06
0.006405	1.0060498	-3.3217505e-06	9.9690095e-07	7.276775100120807e-06
0.00641	1.0060228	-3.2954719e-06	9.9692241e-07	7.2410407583175015e-06
0.006415	1.0059959	-3.2693804e-06	9.9694373e-07	7.205473192783429e-06
0.00642	1.0059691	-3.2434749e-06	9.9696494e-07	7.170071723355961e-06
0.006425	1.0059424	-3.2177542e-06	9.9698602e-07	7.1348356708224096e-06
0.00643	1.0059158	-3.1922173e-06	9.9700697e-07	7.099764356916297e-06
0.006435	1.0058893	-3.1668629e-06	9.9702781e-07	7.064857104313705e-06
0.00644	1.0058629	-3.1416899e-06	9.9704852e-07	7.030113236629604e-06
0.006445	1.0058366	-3.1166972e-06	9.970691e-07	6.9955320784142346e-06
0.00645	1.0058104	-3.0918837e-06	9.9708957e-07	6.961112955149446e-06
0.006455	1.0057843	-3.0672483e-06	9.9710991e-07	6.926855193245115e-06
0.00646	1.0057584	-3.0427899e-06	9.9713013e-07	6.892757620035543e-06
0.006465	1.0057325	-3.0185073e-06	9.9715023e-07	6.858820064162575e-06
0.00647	1.0057067	-2.9943996e-06	9.9717022e-07	6.8250418547977774e-06
0.006475	1.005681	-2.9704655e-06	9.9719008e-07	6.791422322026454e-06
0.00648	1.0056555	-2.9467039e-06	9.9720982e-07	6.757960296844145e-06
0.006485	1.00563	-2.9231139e-06	9.9722945e-07	6.72465561153861e-06
0.00649	1.0056046	-2.8996944e-06	9.9724896e-07	6.6915075989144585e-06
0.006495	1.0055793	-2.8764442e-06	9.9726835e-07	6.658515592676043e-06
0.0065	1.0055542	-2.8533623e-06	9.9728762e-07	6.6256784274240075e-06
0.006505	1.0055291	-2.8304477e-06	9.9730678e-07	6.592995939036167e-06
0.00651	1.0055041	-2.8076993e-06	9.9732582e-07	6.560467463894563e-06
0.006515	1.0054792	-2.785116e-06	9.9734475e-07	6.528092339267237e-06
0.00652	1.0054544	-2.7626968e-06	9.9736356e-07	6.4958699033048435e-06
0.006525	1.0054298	-2.7404407e-06	9.9738226e-07	6.463798995037269e-06
0.00653	1.0054052	-2.7183466e-06	9.9740085e-07	6.431879454753125e-06
0.006535	1.0053807	-2.6964135e-06	9.9741932e-07	6.400110623229799e-06
0.00654	1.0053563	-2.6746405e-06	9.9743768e-07	6.3684918421138615e-06
0.006545	1.005332	-2.6530263e-06	9.9745593e-07	6.3370224539177505e-06
0.00655	1.0053078	-2.6315702e-06	9.9747407e-07	6.305701802016452e-06
0.006555	1.0052837	-2.610271e-06	9.974921e-07	6.2745292306442365e-06
0.00656	1.0052597	-2.5891277e-06	9.9751001e-07	6.2435040848913535e-06
0.006565	1.0052358	-2.5681394e-06	9.9752782e-07	6.21262571070079e-06
0.00657	1.005212	-2.5473051e-06	9.9754552e-07	6.181893454865016e-06
0.006575	1.0051883	-2.5266237e-06	9.9756311e-07	6.151306665022776e-06
0.00658	1.0051647	-2.5060944e-06	9.9758059e-07	6.120864689655842e-06
0.006585	1.0051412	-2.4857161e-06	9.9759796e-07	6.090566878085836e-06
0.00659	1.0051177	-2.4654878e-06	9.9761523e-07	6.060413080471028e-06
0.006595	1.0050944	-2.4454086e-06	9.9763238e-07	6.030402147424118e-06
0.0066	1.0050712	-2.4254775e-06	9.9764944e-07	6.00053343076805e-06
0.006605	1.005048	-2.4056937e-06	9.9766638e-07	5.970806783152962e-06
0.00661	1.005025	-2.386056e-06	9.9768323e-07	5.941221057674818e-06
0.006615	1.005002	-2.3665636e-06	9.9769996e-07	5.911776108629616e-06
0.00662	1.0049791	-2.3472156e-06	9.977166e-07	5.8824712907535305e-06
0.006625	1.0049563	-2.3280109e-06	9.9773313e-07	5.853305959598632e-06
0.00663	1.0049337	-2.3089487e-06	9.9774955e-07	5.824278971529802e-06
0.006635	1.0049111	-2.2900281e-06	9.9776588e-07	5.795390184098464e-06
0.00664	1.0048886	-2.2712481e-06	9.977821e-07	5.766638955285114e-06
0.006645	1.0048662	-2.2526078e-06	9.9779822e-07	5.738024643873905e-06
0.00665	1.0048438	-2.2341063e-06	9.9781424e-07	5.709547109449644e-06
0.006655	1.0048216	-2.2157427e-06	9.9783016e-07	5.681205212019118e-06
0.00666	1.0047995	-2.1975161e-06	9.9784598e-07	5.6529983127602796e-06
0.006665	1.0047774	-2.1794256e-06	9.9786169e-07	5.624926273642728e-06
0.00667	1.0047555	-2.1614703e-06	9.9787731e-07	5.596987957049956e-06
0.006675	1.0047336	-2.1436493e-06	9.9789284e-07	5.569183226526845e-06
0.00668	1.0047118	-2.1259617e-06	9.9790826e-07	5.541511446026843e-06
0.006685	1.0046902	-2.1084067e-06	9.9792358e-07	5.513971480284372e-06
0.00669	1.0046686	-2.0909834e-06	9.9793881e-07	5.486563195185625e-06
0.006695	1.004647	-2.0736909e-06	9.9795394e-07	5.459286457017431e-06
0.0067	1.0046256	-2.0565284e-06	9.9796898e-07	5.432140132465776e-06
0.006705	1.0046043	-2.0394949e-06	9.9798392e-07	5.40512358936e-06
0.00671	1.004583	-2.0225897e-06	9.9799876e-07	5.378236696295975e-06
0.006715	1.0045619	-2.0058119e-06	9.9801351e-07	5.351478322260951e-06
0.00672	1.0045408	-1.9891606e-06	9.9802817e-07	5.3248483373761366e-06
0.006725	1.0045198	-1.9726351e-06	9.9804273e-07	5.298346112149014e-06
0.00673	1.0044989	-1.9562344e-06	9.9805719e-07	5.271971017843343e-06
0.006735	1.0044781	-1.9399578e-06	9.9807157e-07	5.245722426476373e-06
0.00674	1.0044574	-1.9238043e-06	9.9808585e-07	5.219599710816041e-06
0.006745	1.0044368	-1.9077733e-06	9.9810004e-07	5.193602244378204e-06
0.00675	1.0044162	-1.8918639e-06	9.9811414e-07	5.167729901423844e-06
0.006755	1.0043957	-1.8760752e-06	9.9812815e-07	5.141982056586233e-06
0.00676	1.0043753	-1.8604065e-06	9.9814207e-07	5.116358085239369e-06
0.006765	1.004355	-1.8448569e-06	9.981559e-07	5.090857363495252e-06
0.00677	1.0043348	-1.8294257e-06	9.9816964e-07	5.065479268201141e-06
0.006775	1.0043147	-1.814112e-06	9.9818328e-07	5.040223176936852e-06
0.00678	1.0042946	-1.7989151e-06	9.9819684e-07	5.015088968012053e-06
0.006785	1.0042747	-1.7838342e-06	9.9821032e-07	4.99007552009511e-06
0.00679	1.0042548	-1.7688685e-06	9.982237e-07	4.9651827129481664e-06
0.006795	1.004235	-1.7540172e-06	9.98237e-07	4.940409926687252e-06
0.0068	1.0042153	-1.7392796e-06	9.9825021e-07	4.915756542148647e-06
0.006805	1.0041957	-1.7246548e-06	9.9826333e-07	4.8912219408862305e-06
0.00681	1.0041761	-1.7101422e-06	9.9827637e-07	4.866806005168857e-06
0.006815	1.0041566	-1.6957409e-06	9.9828933e-07	4.842508117610878e-06
0.00682	1.0041373	-1.6814502e-06	9.9830219e-07	4.818327161537455e-06
0.006825	1.004118	-1.6672694e-06	9.9831498e-07	4.794263021348251e-06
0.00683	1.0040987	-1.6531977e-06	9.9832768e-07	4.770315581781453e-06
0.006835	1.0040796	-1.6392344e-06	9.9834029e-07	4.746483727912497e-06
0.00684	1.0040605	-1.6253786e-06	9.9835282e-07	4.7227673458838615e-06
0.006845	1.0040415	-1.6116298e-06	9.9836527e-07	4.69916582217069e-06
0.00685	1.0040226	-1.5979871e-06	9.9837764e-07	4.6756785439445635e-06
0.006855	1.0040038	-1.5844499e-06	9.9838993e-07	4.652304899070933e-06
0.00686	1.0039851	-1.5710173e-06	9.9840213e-07	4.629044276106607e-06
0.006865	1.0039664	-1.5576888e-06	9.9841425e-07	4.605896564297233e-06
0.00687	1.0039478	-1.5444635e-06	9.984263e-07	4.582861153210881e-06
0.006875	1.0039293	-1.5313408e-06	9.9843826e-07	4.559937433100527e-06
0.00688	1.0039109	-1.51832e-06	9.9845014e-07	4.537124794901539e-06
0.006885	1.0038925	-1.5054003e-06	9.9846195e-07	4.514423130229215e-06
0.00689	1.0038743	-1.4925811e-06	9.9847367e-07	4.4918313310134655e-06
0.006895	1.0038561	-1.4798616e-06	9.9848532e-07	4.469349290222846e-06
0.0069	1.003838	-1.4672413e-06	9.9849688e-07	4.446976401136142e-06
0.006905	1.0038199	-1.4547193e-06	9.9850838e-07	4.424712557703305e-06
0.00691	1.003802	-1.4422951e-06	9.9851979e-07	4.402556654181234e-06
0.006915	1.0037841	-1.4299679e-06	9.9853113e-07	4.380508585855744e-06
0.00692	1.0037663	-1.417737e-06	9.9854239e-07	4.358567748315275e-06
0.006925	1.0037485	-1.4056019e-06	9.9855357e-07	4.336734037810836e-06
0.00693	1.0037309	-1.3935618e-06	9.9856468e-07	4.315006350892848e-06
0.006935	1.0037133	-1.381616e-06	9.9857572e-07	4.293384585131069e-06
0.00694	1.0036958	-1.369764e-06	9.9858667e-07	4.271868138390429e-06
0.006945	1.0036783	-1.358005e-06	9.9859756e-07	4.250456909189963e-06
0.00695	1.003661	-1.3463384e-06	9.9860837e-07	4.229149796340736e-06
0.006955	1.0036437	-1.3347636e-06	9.9861911e-07	4.2079466996636944e-06
0.00696	1.0036265	-1.3232799e-06	9.9862978e-07	4.1868470192676724e-06
0.006965	1.0036093	-1.3118867e-06	9.9864037e-07	4.165850655907265e-06
0.00697	1.0035923	-1.3005833e-06	9.9865089e-07	4.144956510621851e-06
0.006975	1.0035753	-1.2893691e-06	9.9866134e-07	4.124164485451408e-06
0.00698	1.0035584	-1.2782435e-06	9.9867172e-07	4.103473982716613e-06
0.006985	1.0035415	-1.2672059e-06	9.9868202e-07	4.082884905375725e-06
0.00699	1.0035248	-1.2562556e-06	9.9869226e-07	4.062396156664666e-06
0.006995	1.0035081	-1.245392e-06	9.9870242e-07	4.042007640810819e-06
0.007	1.0034914	-1.2346146e-06	9.9871252e-07	4.021719262315208e-06
0.007005	1.0034749	-1.2239226e-06	9.9872255e-07	4.00152992595151e-06
0.00701	1.0034584	-1.2133156e-06	9.9873251e-07	3.981439537478359e-06
0.007015	1.003442	-1.2027928e-06	9.987424e-07	3.96144750292307e-06
0.00702	1.0034257	-1.1923538e-06	9.9875222e-07	3.9415532289368225e-06
0.007025	1.0034094	-1.1819978e-06	9.9876197e-07	3.92175662279242e-06
0.00703	1.0033932	-1.1717244e-06	9.9877166e-07	3.902057092026472e-06
0.007035	1.0033771	-1.1615329e-06	9.9878127e-07	3.8824540447938234e-06
0.00704	1.003361	-1.1514227e-06	9.9879083e-07	3.8629473898653515e-06
0.007045	1.003345	-1.1413933e-06	9.9880031e-07	3.843536536270932e-06
0.00705	1.0033291	-1.1314441e-06	9.9880973e-07	3.824220893653114e-06
0.007055	1.0033133	-1.1215744e-06	9.9881909e-07	3.8049998722649586e-06
0.00706	1.0032975	-1.1117839e-06	9.9882838e-07	3.7858733829678743e-06
0.007065	1.0032818	-1.1020718e-06	9.988376e-07	3.7668408368756152e-06
0.00707	1.0032661	-1.0924376e-06	9.9884676e-07	3.747902145706979e-06
0.007075	1.0032505	-1.0828807e-06	9.9885586e-07	3.7290567214303262e-06
0.00708	1.003235	-1.0734007e-06	9.9886489e-07	3.7103039766157975e-06
0.007085	1.0032196	-1.0639969e-06	9.9887386e-07	3.6916433244332052e-06
0.00709	1.0032042	-1.0546688e-06	9.9888277e-07	3.6730746786498956e-06
0.007095	1.0031889	-1.0454159e-06	9.9889161e-07	3.654597453276302e-06
0.0071	1.0031737	-1.0362375e-06	9.989004e-07	3.6362110629171886e-06
0.007105	1.0031585	-1.0271333e-06	9.9890912e-07	3.617915422769575e-06
0.00711	1.0031434	-1.0181025e-06	9.9891778e-07	3.5997099482690195e-06
0.007115	1.0031284	-1.0091448e-06	9.9892638e-07	3.5815940554401563e-06
0.00712	1.0031134	-1.0002595e-06	9.9893491e-07	3.563567660894635e-06
0.007125	1.0030985	-9.9144621e-07	9.9894339e-07	3.54563018147817e-06
0.00713	1.0030837	-9.8270431e-07	9.9895181e-07	3.5277810346203707e-06
0.007135	1.0030689	-9.7403332e-07	9.9896016e-07	3.5100201383326725e-06
0.00714	1.0030542	-9.6543272e-07	9.9896846e-07	3.4923469108561747e-06
0.007145	1.0030395	-9.5690199e-07	9.989767e-07	3.4747612710107247e-06
0.00715	1.003025	-9.4844063e-07	9.9898488e-07	3.457262137843257e-06
0.007155	1.0030104	-9.4004813e-07	9.9899301e-07	3.4398499313257922e-06
0.00716	1.002996	-9.3172398e-07	9.9900107e-07	3.4225235713047344e-06
0.007165	1.0029816	-9.2346769e-07	9.9900908e-07	3.405282978548057e-06
0.00717	1.0029673	-9.1527876e-07	9.9901703e-07	3.388127574044753e-06
0.007175	1.002953	-9.0715669e-07	9.9902492e-07	3.371057279352477e-06
0.00718	1.0029388	-8.99101e-07	9.9903276e-07	3.354071516247391e-06
0.007185	1.0029247	-8.9111119e-07	9.9904054e-07	3.3371697070713413e-06
0.00719	1.0029106	-8.8318679e-07	9.9904826e-07	3.3203517747299046e-06
0.007195	1.0028966	-8.753273e-07	9.9905593e-07	3.3036171423429528e-06
0.0072	1.0028827	-8.6753226e-07	9.9906355e-07	3.2869652335911346e-06
0.007205	1.0028688	-8.5980119e-07	9.9907111e-07	3.270395972713934e-06
0.00721	1.002855	-8.5213361e-07	9.9907861e-07	3.253908784160983e-06
0.007215	1.0028412	-8.4452905e-07	9.9908606e-07	3.2375035929378516e-06
0.00722	1.0028275	-8.3698706e-07	9.9909346e-07	3.221179824257841e-06
0.007225	1.0028139	-8.2950716e-07	9.9910081e-07	3.204936903887296e-06
0.00723	1.0028003	-8.2208889e-07	9.991081e-07	3.1887747581436915e-06
0.007235	1.0027868	-8.147318e-07	9.9911533e-07	3.172692813548195e-06
0.00724	1.0027733	-8.0743544e-07	9.9912252e-07	3.1566909971702456e-06
0.007245	1.0027599	-8.0019934e-07	9.9912965e-07	3.1407687362806167e-06
0.00725	1.0027466	-7.9302307e-07	9.9913673e-07	3.1249254586955353e-06
0.007255	1.0027333	-7.8590617e-07	9.9914376e-07	3.1091610927748193e-06
0.00726	1.0027201	-7.7884821e-07	9.9915074e-07	3.0934750670756332e-06
0.007265	1.0027069	-7.7184874e-07	9.9915767e-07	3.077867310695936e-06
0.00727	1.0026938	-7.6490733e-07	9.9916455e-07	3.0623372529287377e-06
0.007275	1.0026808	-7.5802354e-07	9.9917138e-07	3.0468843236050848e-06
0.00728	1.0026678	-7.5119694e-07	9.9917815e-07	3.0315084530921917e-06
0.007285	1.0026549	-7.444271e-07	9.9918488e-07	3.016209071948444e-06
0.00729	1.002642	-7.377136e-07	9.9919156e-07	3.000986111265675e-06
0.007295	1.0026292	-7.3105601e-07	9.9919819e-07	2.9858390023246335e-06
0.0073	1.0026165	-7.2445391e-07	9.9920477e-07	2.970767176936815e-06
0.007305	1.0026038	-7.1790689e-07	9.992113e-07	2.955770567442628e-06
0.00731	1.0025911	-7.1141452e-07	9.9921778e-07	2.9408491063675974e-06
0.007315	1.0025786	-7.049764e-07	9.9922422e-07	2.9260017264217294e-06
0.00732	1.002566	-6.9859212e-07	9.9923061e-07	2.9112288611819513e-06
0.007325	1.0025536	-6.9226126e-07	9.9923695e-07	2.8965294440652446e-06
0.00733	1.0025412	-6.8598344e-07	9.9924324e-07	2.8819034093523935e-06
0.007335	1.0025288	-6.7975823e-07	9.9924949e-07	2.8673506915033733e-06
0.00734	1.0025165	-6.7358525e-07	9.9925569e-07	2.8528707251567526e-06
0.007345	1.0025043	-6.6746411e-07	9.9926185e-07	2.838462945469432e-06
0.00735	1.0024921	-6.6139439e-07	9.9926796e-07	2.8241272881148967e-06
0.007355	1.00248	-6.5537572e-07	9.9927402e-07	2.809863188941547e-06
0.00736	1.0024679	-6.4940771e-07	9.9928004e-07	2.7956705843117905e-06
0.007365	1.0024559	-6.4348996e-07	9.9928602e-07	2.781548910760839e-06
0.00737	1.0024439	-6.3762211e-07	9.9929195e-07	2.7674981053353424e-06
0.007375	1.002432	-6.3180375e-07	9.9929783e-07	2.753517605252673e-06
0.00738	1.0024201	-6.2603453e-07	9.9930368e-07	2.7396073482390975e-06
0.007385	1.0024083	-6.2031405e-07	9.9930947e-07	2.7257667721895367e-06
0.00739	1.0023966	-6.1464196e-07	9.9931523e-07	2.711995315505279e-06
0.007395	1.0023849	-6.0901787e-07	9.9932094e-07	2.698292917092277e-06
0.0074	1.0023732	-6.0344142e-07	9.9932661e-07	2.6846595160216006e-06
0.007405	1.0023617	-5.9791224e-07	9.9933223e-07	2.671094051528888e-06
0.00741	1.0023501	-5.9242998e-07	9.9933782e-07	2.6575969636885407e-06
0.007415	1.0023386	-5.8699426e-07	9.9934336e-07	2.6441676923994397e-06
0.00742	1.0023272	-5.8160474e-07	9.9934886e-07	2.6308056780593918e-06
0.007425	1.0023158	-5.7626104e-07	9.9935432e-07	2.6175108615634525e-06
0.00743	1.0023045	-5.7096283e-07	9.9935973e-07	2.6042826839657727e-06
0.007435	1.0022932	-5.6570975e-07	9.9936511e-07	2.5911210868153112e-06
0.00744	1.002282	-5.6050145e-07	9.9937045e-07	2.5780255118181547e-06
0.007445	1.0022708	-5.5533759e-07	9.9937574e-07	2.5649959011727882e-06
0.00745	1.0022597	-5.5021781e-07	9.99381e-07	2.552031697232865e-06
0.007455	1.0022486	-5.4514178e-07	9.9938621e-07	2.5391328428420366e-06
0.00746	1.0022376	-5.4010916e-07	9.9939139e-07	2.5262987809971866e-06
0.007465	1.0022267	-5.3511961e-07	9.9939652e-07	2.513528955182816e-06
0.00747	1.0022157	-5.301728e-07	9.9940162e-07	2.500823809369416e-06
0.007475	1.0022049	-5.2526839e-07	9.9940668e-07	2.4881822873429378e-06
0.00748	1.0021941	-5.2040606e-07	9.994117e-07	2.475604333708084e-06
0.007485	1.0021833	-5.1558547e-07	9.9941668e-07	2.463089893217577e-06
0.00749	1.0021726	-5.108063e-07	9.9942162e-07	2.4506384107716653e-06
0.007495	1.0021619	-5.0606823e-07	9.9942653e-07	2.438249831751178e-06
0.0075	1.0021513	-5.0137093e-07	9.9943139e-07	2.425923601682597e-06
0.007505	1.0021407	-4.9671408e-07	9.9943622e-07	2.4136596665706807e-06
0.00751	1.0021302	-4.9209738e-07	9.9944102e-07	2.4014574725639877e-06
0.007515	1.0021197	-4.8752049e-07	9.9944577e-07	2.3893169662870574e-06
0.00752	1.0021093	-4.8298312e-07	9.9945049e-07	2.377237594506385e-06
0.007525	1.0020989	-4.7848495e-07	9.9945518e-07	2.365219304462179e-06
0.00753	1.0020886	-4.7402567e-07	9.9945982e-07	2.353261543534775e-06
0.007535	1.0020783	-4.6960497e-07	9.9946443e-07	2.3413642595759695e-06
0.00754	1.0020681	-4.6522256e-07	9.9946901e-07	2.329526900575875e-06
0.007545	1.0020579	-4.6087813e-07	9.9947355e-07	2.3177494149938184e-06
0.00755	1.0020478	-4.5657138e-07	9.9947806e-07	2.306031251425657e-06
0.007555	1.0020377	-4.5230201e-07	9.9948253e-07	2.294372358934238e-06
0.00756	1.0020276	-4.4806972e-07	9.9948696e-07	2.2827726867171597e-06
0.007565	1.0020176	-4.4387423e-07	9.9949136e-07	2.271231684106328e-06
0.00757	1.0020077	-4.3971524e-07	9.9949573e-07	2.259748800897768e-06
0.007575	1.0019978	-4.3559246e-07	9.9950006e-07	2.2483239873500914e-06
0.00758	1.0019879	-4.315056e-07	9.9950436e-07	2.2369571938531506e-06
0.007585	1.0019781	-4.2745439e-07	9.9950863e-07	2.2256478709276088e-06
0.00759	1.0019683	-4.2343853e-07	9.9951286e-07	2.214395969553891e-06
0.007595	1.0019586	-4.1945774e-07	9.9951706e-07	2.203200940841509e-06
0.0076	1.0019489	-4.1551175e-07	9.9952122e-07	2.192062736357577e-06
0.007605	1.0019393	-4.1160027e-07	9.9952536e-07	2.1809808077965814e-06
0.00761	1.0019297	-4.0772303e-07	9.9952946e-07	2.1699551073084783e-06
0.007615	1.0019202	-4.0387976e-07	9.9953353e-07	2.1589850871688922e-06
0.00762	1.0019107	-4.0007019e-07	9.9953757e-07	2.1480707001068005e-06
0.007625	1.0019012	-3.9629404e-07	9.9954157e-07	2.137211898975164e-06
0.00763	1.0018918	-3.9255105e-07	9.9954555e-07	2.1264081367505275e-06
0.007635	1.0018824	-3.8884096e-07	9.9954949e-07	2.1156593668600537e-06
0.00764	1.0018731	-3.8516349e-07	9.995534e-07	2.1049650428528273e-06
0.007645	1.0018639	-3.8151838e-07	9.9955728e-07	2.0943246187264605e-06
0.00765	1.0018546	-3.7790538e-07	9.9956113e-07	2.0837385489256314e-06
0.007655	1.0018454	-3.7432423e-07	9.9956495e-07	2.0732062876874523e-06
0.00766	1.0018363	-3.7077467e-07	9.9956874e-07	2.0627272896948994e-06
0.007665	1.0018272	-3.6725644e-07	9.995725e-07	2.0523015100753436e-06
0.00767	1.0018181	-3.637693e-07	9.9957623e-07	2.041928904073166e-06
0.007675	1.0018091	-3.6031298e-07	9.9957993e-07	2.0316089270493727e-06
0.00768	1.0018001	-3.5688725e-07	9.995836e-07	2.0213415348067444e-06
0.007685	1.0017912	-3.5349186e-07	9.9958724e-07	2.011126183263078e-06
0.00769	1.0017823	-3.5012655e-07	9.9959086e-07	2.000962828775919e-06
0.007695	1.0017734	-3.4679108e-07	9.9959444e-07	1.9908514278162403e-06
0.0077	1.0017646	-3.4348522e-07	9.99598e-07	1.980791436968078e-06
0.007705	1.0017559	-3.4020872e-07	9.9960152e-07	1.9707823132526343e-06
0.00771	1.0017471	-3.3696134e-07	9.9960502e-07	1.960824514126847e-06
0.007715	1.0017385	-3.3374285e-07	9.9960849e-07	1.950916996833898e-06
0.00772	1.0017298	-3.3055301e-07	9.9961193e-07	1.9410602193754077e-06
0.007725	1.0017212	-3.2739159e-07	9.9961535e-07	1.9312536395381074e-06
0.00773	1.0017126	-3.2425835e-07	9.9961874e-07	1.9214972155413586e-06
0.007735	1.0017041	-3.2115307e-07	9.996221e-07	1.9117904057125566e-06
0.00774	1.0016956	-3.1807551e-07	9.9962543e-07	1.902133168809772e-06
0.007745	1.0016872	-3.1502545e-07	9.9962874e-07	1.8925249636975785e-06
0.00775	1.0016788	-3.1200266e-07	9.9963202e-07	1.8829657496692843e-06
0.007755	1.0016704	-3.0900693e-07	9.9963527e-07	1.8734554861231798e-06
0.00776	1.0016621	-3.0603802e-07	9.996385e-07	1.8639936325621966e-06
0.007765	1.0016538	-3.0309572e-07	9.996417e-07	1.8545801489155374e-06
0.00777	1.0016456	-3.0017982e-07	9.9964488e-07	1.8452144952155397e-06
0.007775	1.0016374	-2.9729008e-07	9.9964803e-07	1.835896631918899e-06
0.00778	1.0016292	-2.944263e-07	9.9965115e-07	1.8266265195839627e-06
0.007785	1.0016211	-2.9158826e-07	9.9965425e-07	1.817403618870405e-06
0.00779	1.001613	-2.8877576e-07	9.9965733e-07	1.8082278908598308e-06
0.007795	1.001605	-2.8598857e-07	9.9966037e-07	1.7990987967336956e-06
0.0078	1.0015969	-2.8322649e-07	9.996634e-07	1.790016798093504e-06
0.007805	1.001589	-2.8048932e-07	9.996664e-07	1.7809808563188452e-06
0.00781	1.001581	-2.7777684e-07	9.9966937e-07	1.7719914335284186e-06
0.007815	1.0015731	-2.7508885e-07	9.9967232e-07	1.763047991617965e-06
0.00782	1.0015653	-2.7242515e-07	9.9967525e-07	1.754149992900378e-06
0.007825	1.0015575	-2.6978554e-07	9.9967815e-07	1.7452974001043586e-06
0.00783	1.0015497	-2.6716982e-07	9.9968103e-07	1.7364901760538132e-06
0.007835	1.0015419	-2.6457778e-07	9.9968389e-07	1.7277282836675433e-06
0.00784	1.0015342	-2.6200923e-07	9.9968672e-07	1.719011185958947e-06
0.007845	1.0015265	-2.5946398e-07	9.9968953e-07	1.7103388463543895e-06
0.00785	1.0015189	-2.5694184e-07	9.9969232e-07	1.701710728373417e-06
0.007855	1.0015113	-2.5444259e-07	9.9969508e-07	1.693126795946729e-06
0.00786	1.0015037	-2.5196607e-07	9.9969782e-07	1.6845870130968018e-06
0.007865	1.0014962	-2.4951207e-07	9.9970054e-07	1.676090843937608e-06
0.00787	1.0014887	-2.4708041e-07	9.9970323e-07	1.667638252991971e-06
0.007875	1.0014812	-2.4467091e-07	9.9970591e-07	1.6592292048728166e-06
0.00788	1.0014738	-2.4228337e-07	9.9970856e-07	1.6508631642828859e-06
0.007885	1.0014664	-2.3991761e-07	9.9971119e-07	1.6425400963315096e-06
0.00789	1.0014591	-2.3757345e-07	9.997138e-07	1.634259466216459e-06
0.007895	1.0014518	-2.352507e-07	9.9971638e-07	1.6260212395403253e-06
0.0079	1.0014445	-2.3294919e-07	9.9971895e-07	1.6178253819927773e-06
0.007905	1.0014373	-2.3066875e-07	9.9972149e-07	1.6096713593503015e-06
0.00791	1.00143	-2.2840918e-07	9.9972401e-07	1.6015596377919625e-06
0.007915	1.0014229	-2.2617031e-07	9.9972651e-07	1.5934891832664328e-06
